GPA_S1,Hopeless/unmotivated,Sleep_hrs,LAB_AVG,Programme prepares for career,Concentration in self-study,Adequate supervision,CA_AVG,Financial_diff,Employment_hrs,Can improve performance,Self-motivates,Sense of belonging,Manages time effectively,Early intervention provided,Persists when difficult,Peer study groups effective,Anxious about assessments,Takes rest breaks,Seeks help when stuck,Regular exercise,Participates in class,Considered break,Age_group,Understands content pre-exam,CLIN_AVG,Takes organised notes,Physical health affected,ATT_RATE,Lecturers approachable,Sets academic goals,Study_hrs_day,Completes readings,EXAM_AVG,Confident in clinical skills,Prepared for clinical assess,Rotations affect performance,Self_risk_percep,Schedule conflicts,Gender,Sleep difficulty,Year_study,ASSIGN_LATE,Health interferes studies,Sleep affects concentration,Feels prepared,Emotionally supported
3.48,3,5,0.62,4,3,4,0.77,2,1,4,2,1,2,2,2,3,4,2,4,5,1,5,3,3,1.0,2,3,0.68,1,1,4,1,1.0,4,1,5,0,1,1,5,200,2,3,3,5,1
2.36,3,5,0.61,4,2,3,0.84,3,0,1,1,3,4,2,3,2,2,5,1,3,3,3,1,2,0.9,2,3,1.0,4,1,3,3,0.69,1,5,2,2,2,1,3,300,1,3,3,5,2
3.22,1,1,0.86,3,3,3,0.91,2,2,3,2,1,3,1,4,3,2,3,5,1,5,2,0,4,1.0,1,2,0.69,4,4,3,1,1.0,4,1,4,2,2,1,3,300,1,3,1,1,2
2.52,4,5,0.94,2,2,3,0.79,2,0,2,2,4,5,4,3,2,3,5,4,2,3,2,4,2,0.7,4,2,1.0,3,1,1,4,0.66,3,2,3,3,4,0,1,300,1,3,1,5,4
2.93,1,1,0.94,2,5,3,1.0,0,0,1,3,4,5,1,3,5,5,3,3,2,4,3,0,3,0.7,1,4,0.69,3,5,1,3,0.99,5,1,4,2,1,0,2,200,2,2,2,3,3
2.4,3,3,1.0,2,4,4,0.9,2,0,2,2,2,5,2,2,4,2,3,5,4,4,2,1,4,0.79,2,4,0.79,2,4,2,2,0.9,2,1,2,2,1,1,1,300,2,2,3,1,2
3.17,2,3,0.9,4,2,1,0.6,4,0,1,3,4,5,4,2,2,1,2,2,1,4,3,1,5,0.69,4,5,0.7,4,1,3,2,0.6,4,2,3,2,4,0,2,300,1,3,5,5,3
2.91,3,1,0.84,3,3,2,1.0,3,0,2,3,3,5,5,1,3,5,2,4,3,2,2,2,3,0.7,5,3,0.92,4,1,5,2,0.89,4,3,3,1,3,1,1,300,2,4,2,2,2
1.88,2,3,0.66,5,4,5,0.69,2,0,3,4,2,3,3,2,4,1,1,3,4,4,3,1,3,0.69,3,3,0.89,2,4,1,2,1.0,2,1,1,0,3,1,1,300,1,5,4,3,2
2.16,3,3,0.9,3,4,5,1.0,1,0,2,4,3,1,2,5,4,4,1,3,2,3,3,2,2,0.89,2,2,1.0,3,3,3,3,0.92,1,2,3,0,1,0,2,300,2,2,5,3,3
2.77,4,5,0.81,3,1,5,0.77,1,0,1,1,3,3,1,3,1,1,5,1,1,4,4,1,5,0.93,1,3,0.92,3,3,2,2,0.7,1,2,2,3,2,0,1,200,1,1,1,4,1
2.9,2,1,0.77,3,3,4,0.92,1,4,5,5,5,1,3,3,3,2,2,5,2,2,4,3,4,0.89,3,5,1.0,2,2,3,1,0.89,2,3,3,1,3,0,2,300,0,3,5,1,2
1.12,3,1,0.93,4,3,2,0.6,0,0,2,2,4,3,2,3,3,2,3,5,3,4,4,1,3,1.0,2,1,0.78,4,3,3,4,0.7,3,1,4,1,5,0,3,200,2,5,3,1,4
2.78,4,3,0.57,4,4,4,0.88,1,0,3,3,4,5,1,3,4,5,5,1,1,3,2,2,5,0.78,1,4,0.78,1,1,4,2,0.69,3,2,3,2,4,0,3,300,1,2,1,4,2
1.69,5,2,0.89,1,2,1,0.73,1,1,3,4,3,1,3,5,2,3,5,4,1,4,3,1,3,0.68,3,2,0.93,2,4,3,2,0.59,4,3,5,1,4,1,2,300,1,2,1,3,3
1.95,3,1,1.0,4,4,4,1.0,1,0,4,5,5,4,4,3,4,5,2,1,3,3,3,3,5,0.7,4,4,0.89,3,2,2,3,0.78,3,4,2,2,2,0,5,300,1,5,3,2,3
2.5,5,1,0.86,3,2,4,0.79,2,2,1,3,5,2,3,2,2,4,3,3,4,3,2,1,2,0.7,3,4,0.69,1,4,3,3,0.78,2,4,2,1,3,0,2,300,2,4,3,4,3
2.79,4,1,0.93,2,4,3,0.79,1,1,3,4,2,3,3,4,4,2,2,4,4,2,4,1,3,0.6,3,4,0.78,3,4,4,2,0.98,1,3,4,2,4,0,3,200,1,5,3,2,5
3.71,3,2,0.82,3,3,2,0.93,2,0,4,2,1,3,4,1,3,2,2,3,2,4,3,1,4,0.79,4,2,0.9,3,3,4,5,1.0,4,3,4,3,1,0,3,300,1,2,3,2,1
2.35,1,2,1.0,4,4,4,0.9,0,1,2,3,2,2,1,5,4,4,1,2,1,4,3,1,4,0.79,1,4,0.79,3,4,2,1,0.79,2,1,4,3,2,0,3,300,1,2,4,3,2
2.64,5,3,0.95,4,1,3,0.89,1,0,3,5,3,3,3,3,1,4,2,3,2,1,3,2,2,0.79,3,1,0.7,3,3,3,4,0.99,2,2,1,2,3,0,2,200,0,3,2,2,3
3.31,2,5,0.74,3,5,1,0.8,1,0,4,2,3,5,1,4,5,4,5,4,3,3,5,4,4,0.79,1,4,0.9,1,3,2,1,0.69,4,4,4,1,2,1,1,300,1,4,1,3,1
3.02,3,2,0.8,5,4,3,0.7,2,0,2,2,5,1,4,5,4,2,1,3,4,2,5,2,5,0.78,4,3,0.7,1,3,2,3,0.79,3,4,2,1,5,0,4,300,1,2,5,3,2
3.19,4,1,0.96,1,1,3,0.69,0,1,2,4,5,1,5,3,1,4,3,2,4,2,5,3,3,0.79,5,3,0.79,2,4,2,3,0.6,4,1,3,1,2,0,4,300,1,4,3,3,5
2.81,3,0,0.89,4,4,2,0.84,1,2,5,2,5,2,3,2,4,3,4,3,4,3,4,2,2,0.7,3,4,0.89,3,2,3,1,0.79,1,4,2,2,3,1,4,300,1,3,3,3,3
2.93,1,5,0.91,3,1,4,0.69,0,0,2,2,2,2,3,5,1,2,3,1,1,3,3,3,4,1.0,3,1,0.89,4,5,2,4,0.78,2,3,3,2,1,1,2,300,0,3,4,3,3
2.9,4,4,0.97,2,3,3,0.66,0,0,3,2,2,1,3,3,2,3,2,4,2,1,3,1,2,0.9,2,4,0.99,1,2,2,2,0.93,1,2,3,3,2,1,4,200,1,3,1,3,3
3.39,3,1,0.87,1,4,3,0.66,2,4,1,1,1,5,3,3,4,3,4,4,2,3,1,1,4,0.84,3,2,0.89,4,1,3,5,0.7,2,5,3,1,2,0,4,300,2,3,2,5,3
2.98,1,3,0.77,3,1,5,0.72,2,2,5,4,1,2,1,4,1,3,2,4,3,2,3,4,3,0.79,1,1,1.0,2,3,3,4,0.9,4,1,2,2,3,1,3,200,0,5,3,2,1
2.76,3,3,0.78,3,3,2,1.0,4,1,1,3,2,4,2,4,3,2,2,1,4,3,3,2,3,1.0,2,2,0.79,1,5,2,5,0.69,1,2,1,2,2,0,3,300,2,3,4,2,1
2.41,4,5,0.8,3,3,1,0.66,1,0,4,3,1,5,2,2,3,2,1,2,2,3,3,2,2,1.0,2,1,0.79,5,3,3,1,0.96,4,5,3,2,4,0,3,300,0,4,3,3,1
2.57,4,1,0.93,3,3,5,0.68,0,2,2,1,3,2,4,1,3,4,4,2,3,1,4,1,4,0.78,4,2,0.89,5,1,5,5,1.0,4,2,3,1,1,1,2,300,1,1,1,4,4
2.26,3,2,0.93,2,2,3,0.82,2,1,3,4,2,3,4,2,2,2,3,2,3,3,3,2,3,0.6,2,4,0.88,4,3,4,3,0.75,3,3,1,2,2,0,3,200,1,2,2,3,3
1.74,5,2,0.85,2,1,1,1.0,0,1,1,1,1,1,1,1,2,4,5,1,2,1,5,3,1,0.79,1,5,0.91,5,1,5,1,0.93,1,1,1,1,1,0,5,200,2,4,5,1,1
2.57,1,3,0.87,4,4,4,0.79,4,1,2,2,3,2,5,1,4,1,5,4,1,5,5,1,4,0.91,5,4,0.92,4,3,3,1,0.88,1,3,4,1,4,0,3,300,1,4,2,4,3
2.74,4,2,1.0,4,2,2,0.7,2,0,2,2,5,4,2,2,2,1,3,1,4,5,4,3,4,0.9,2,2,0.69,3,2,4,3,0.79,2,1,4,3,1,1,3,300,1,1,2,2,3
2.61,3,3,0.92,3,2,4,0.9,1,1,3,1,5,4,2,2,2,5,1,2,5,4,3,1,2,1.0,2,2,1.0,1,2,3,5,0.69,3,4,4,2,4,0,4,300,1,4,4,3,3
2.14,2,1,0.93,2,5,5,0.73,2,1,3,1,2,4,3,1,5,1,5,2,2,2,1,0,1,0.68,3,1,1.0,4,3,4,3,0.91,3,3,1,1,3,1,3,300,2,1,1,3,2
3.09,3,3,0.74,3,4,2,0.79,0,1,3,3,2,2,3,4,4,1,4,4,3,2,4,4,3,0.89,3,3,0.6,1,2,2,1,0.89,3,5,1,0,1,0,3,300,2,2,5,3,4
1.57,2,1,0.47,2,3,2,0.5,2,0,3,3,3,4,3,3,3,3,2,3,5,4,2,2,2,0.89,3,2,0.7,4,4,2,3,0.92,3,4,3,2,1,1,4,200,2,2,1,4,3
3.02,3,1,0.87,1,3,4,0.7,1,0,1,1,4,4,4,1,3,2,2,2,1,5,1,2,1,0.89,4,3,0.6,2,2,2,2,0.89,1,5,3,2,1,0,3,300,1,4,3,1,3
2.19,3,1,0.73,1,3,1,0.79,3,0,3,2,4,3,2,1,3,3,5,3,3,2,3,4,3,0.88,2,4,0.73,2,3,2,3,0.8,4,2,3,2,3,1,4,200,1,4,2,3,3
2.52,3,5,0.78,2,5,1,0.99,0,0,4,2,4,4,2,4,5,2,5,2,1,2,4,1,3,0.7,2,3,0.79,1,1,3,4,0.7,5,2,2,1,3,1,2,200,1,5,3,2,4
1.95,5,2,0.49,5,5,5,0.32,0,0,4,5,5,5,5,5,5,5,4,5,5,5,4,2,5,0.68,5,5,0.73,5,5,5,5,0.68,5,5,5,1,5,1,4,200,0,5,5,4,5
2.11,2,5,0.85,4,2,3,0.7,1,4,2,1,3,4,1,2,2,5,5,1,1,2,5,1,3,0.7,1,1,0.87,4,3,5,3,1.0,4,2,3,3,3,0,2,300,2,4,2,1,3
3.38,5,1,0.78,2,2,3,0.69,1,1,1,2,1,2,1,4,2,2,3,3,1,4,3,1,3,0.69,1,2,0.79,2,1,1,2,0.78,4,3,4,1,3,0,1,200,1,3,3,2,4
2.93,2,1,0.88,2,3,3,0.59,1,0,3,1,1,5,4,5,3,5,4,5,2,3,4,1,4,0.78,4,3,0.79,2,3,1,3,0.79,4,1,4,1,3,0,2,300,2,2,2,3,3
3.06,3,1,0.72,2,1,2,0.78,0,4,2,4,4,5,4,3,1,2,1,5,3,3,4,1,2,1.0,4,3,0.69,1,4,2,3,0.7,2,3,3,0,2,1,3,300,2,3,2,5,3
2.98,5,1,0.91,5,2,3,0.89,4,0,2,1,4,2,2,2,2,2,1,3,2,3,4,1,1,0.7,2,2,1.0,3,4,3,1,0.6,3,3,3,1,2,0,3,300,1,4,4,2,3
2.5,1,2,0.84,3,2,1,0.89,1,1,2,2,5,3,2,3,2,4,1,2,3,1,4,1,4,0.66,2,4,0.79,1,5,2,4,0.79,4,2,4,1,2,0,5,200,0,4,5,5,5
1.52,3,1,0.78,2,5,5,1.0,0,1,1,2,1,5,3,3,5,1,3,4,1,1,1,2,3,0.79,3,4,0.93,5,4,1,2,0.67,3,2,2,3,4,1,5,200,1,2,2,2,1
2.93,3,3,0.72,3,1,2,0.69,1,4,4,2,5,1,1,5,1,3,2,4,5,5,1,4,2,0.59,1,2,0.99,2,4,2,4,0.79,3,3,1,2,4,1,2,300,1,3,4,2,5
2.67,3,4,0.65,3,2,1,0.79,2,0,2,2,3,3,2,2,2,4,3,2,1,2,2,3,2,0.57,2,3,0.89,2,1,3,2,0.96,1,2,2,0,3,1,4,200,0,2,3,2,2
2.3,2,1,0.95,2,2,5,0.9,0,0,4,3,2,1,5,5,2,1,4,1,3,3,4,3,4,1.0,5,3,0.79,4,1,3,5,0.89,2,4,3,2,3,1,2,300,1,3,3,4,3
3.17,1,1,0.8,1,2,1,0.8,1,0,2,2,1,2,3,1,3,2,2,3,3,3,1,3,2,0.89,4,2,0.72,3,2,3,3,0.78,4,4,2,1,3,1,1,300,0,4,2,1,2
3.74,4,3,0.88,1,3,3,0.89,0,1,4,4,5,2,1,2,3,3,4,4,2,4,2,3,4,0.9,1,3,0.93,4,2,2,3,1.0,4,4,2,3,3,0,4,300,1,5,1,3,3
3.54,5,1,0.84,2,3,4,0.9,3,2,2,3,5,1,1,2,3,3,1,3,3,2,5,1,2,0.79,1,5,0.7,3,5,2,2,0.79,4,5,2,1,5,1,3,300,1,5,2,3,1
2.31,4,2,0.7,4,3,3,0.89,1,0,3,3,4,5,3,2,3,5,2,2,5,3,2,4,4,0.77,3,3,0.7,1,4,2,4,0.91,2,1,3,3,1,0,2,300,2,1,4,3,2
2.75,5,3,0.9,4,4,1,1.0,0,0,4,3,4,3,3,2,4,2,5,1,2,1,2,1,4,0.55,3,3,0.69,2,2,2,4,0.7,4,4,1,2,4,1,2,300,1,2,4,3,1
2.16,5,5,0.68,2,4,5,0.89,0,1,3,2,3,4,2,2,4,5,2,5,3,4,3,2,2,0.83,2,3,0.7,3,2,3,1,0.73,3,3,3,3,2,1,3,300,0,2,2,2,2
2.43,2,3,0.93,2,2,1,0.64,3,2,2,1,1,1,2,1,1,3,2,2,1,2,1,0,1,0.59,2,1,0.75,2,2,2,2,0.84,1,2,2,2,1,1,3,200,2,1,3,2,2
2.05,1,3,0.64,3,4,5,0.96,4,2,3,5,4,2,1,3,4,3,1,3,4,2,3,1,3,0.69,1,3,0.79,3,2,2,1,0.7,1,4,1,0,3,1,3,300,1,3,2,1,2
3.26,2,2,0.99,2,4,3,0.93,4,0,1,3,3,5,4,2,4,2,2,1,5,3,5,1,1,0.69,4,3,0.89,1,2,5,5,0.8,3,1,2,2,5,1,3,300,1,5,4,1,4
2.94,4,5,1.0,3,4,2,0.78,0,1,1,1,2,5,3,1,4,3,5,3,2,3,3,2,2,0.69,3,3,0.9,4,2,3,2,0.69,2,2,1,1,3,0,5,300,2,3,4,3,4
1.45,5,2,0.78,5,3,1,1.0,1,4,3,2,3,2,4,5,3,4,2,4,1,1,2,1,2,0.4,4,3,0.9,1,2,4,2,0.78,2,3,5,3,5,0,4,300,2,2,3,4,5
3.43,3,3,0.86,2,2,3,0.62,1,0,3,4,3,2,4,1,2,1,2,1,3,3,4,4,4,0.79,4,3,0.7,3,5,2,2,0.79,4,5,4,2,2,1,1,300,1,2,3,3,1
3.59,2,2,0.95,1,1,3,0.7,2,0,4,2,2,1,4,1,1,5,2,2,1,3,2,1,4,0.6,4,1,1.0,4,3,3,4,0.9,2,5,3,1,1,0,3,300,1,4,4,4,4
3.41,3,5,0.99,2,5,4,0.68,1,0,3,3,5,1,2,3,5,2,3,2,4,3,5,1,3,0.77,2,4,0.78,2,2,3,3,1.0,1,1,3,0,4,1,3,300,0,4,3,2,5
3.35,2,1,0.8,3,5,5,0.89,0,2,3,5,2,4,5,4,5,3,1,1,4,4,3,1,5,0.79,5,4,0.89,2,3,4,4,0.6,4,2,1,1,5,0,3,300,0,4,3,3,1
3.15,4,2,0.8,3,2,2,0.93,2,0,3,3,3,5,1,5,2,5,2,3,3,1,1,1,1,0.6,1,1,0.7,2,2,3,4,0.6,5,3,4,1,5,1,2,300,2,4,5,2,1
3.04,2,1,0.88,1,5,4,0.79,0,0,4,1,2,3,2,2,5,5,2,3,4,4,2,3,4,0.92,2,2,0.7,4,4,2,4,0.89,3,3,2,2,5,1,3,200,1,3,2,4,4
3.76,5,2,0.86,4,3,1,0.92,0,1,2,1,4,5,2,2,3,2,4,1,3,3,2,4,3,0.89,2,1,0.89,3,2,2,1,0.78,4,1,3,1,4,0,1,300,1,1,3,5,3
3.02,1,3,0.77,4,4,1,0.93,0,0,4,2,3,1,3,2,4,4,2,2,1,2,3,3,1,0.79,3,3,0.68,2,3,3,1,0.93,5,5,1,3,3,0,2,200,0,1,4,5,1
3.06,1,3,0.72,2,3,4,0.96,0,1,3,4,3,1,4,2,3,1,2,4,3,3,2,1,3,0.69,4,3,0.93,2,4,2,2,0.89,1,1,3,2,2,0,4,300,1,4,3,5,3
2.81,4,1,0.63,2,2,5,0.8,4,0,2,2,3,3,4,2,2,4,1,4,1,2,5,1,2,0.8,2,4,0.9,3,2,4,3,0.6,3,3,4,1,4,1,4,200,1,4,4,2,2
1.81,4,1,0.86,2,2,2,1.0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1.0,2,4,0.93,2,2,3,2,0.68,2,2,4,1,4,0,4,200,0,4,4,2,2
2.94,3,1,0.85,4,3,5,0.77,1,0,4,3,1,4,2,3,3,2,3,4,2,4,1,2,1,0.91,2,5,1.0,4,2,4,1,0.87,4,2,3,2,2,0,2,300,2,2,2,1,1
3.24,4,1,0.93,3,2,5,0.79,2,0,1,2,3,2,2,4,2,1,3,4,5,3,3,2,5,0.6,2,4,1.0,2,2,2,3,0.79,3,2,3,1,4,0,1,300,1,1,4,3,3
2.55,2,3,0.91,4,3,2,0.96,1,0,4,2,4,4,5,3,3,1,3,3,1,1,3,3,2,1.0,5,2,0.69,2,2,5,3,0.89,4,1,4,2,2,1,2,300,1,4,2,1,3
2.57,3,1,0.94,3,3,4,0.67,4,0,4,2,4,2,4,5,3,5,5,3,1,3,2,1,2,0.79,4,1,0.69,3,5,3,2,0.66,3,4,3,2,1,1,3,300,2,2,2,3,2
2.53,4,1,0.6,2,2,3,0.8,2,0,2,2,2,2,2,2,2,4,2,3,2,3,4,3,2,0.93,2,4,0.9,4,2,2,3,0.9,2,3,2,2,3,0,4,300,1,4,2,2,4
2.22,2,5,0.88,3,4,4,0.7,1,0,2,2,4,5,4,2,4,4,2,1,3,1,4,3,1,0.9,4,1,1.0,3,2,2,2,0.73,3,4,4,3,1,0,3,300,1,3,4,5,4
3.4,5,3,0.87,2,3,1,0.79,2,1,4,4,1,2,2,4,3,2,5,2,4,3,3,3,1,0.72,2,4,0.79,3,2,1,4,0.69,5,3,3,1,4,1,4,300,0,4,4,5,1
2.35,3,2,0.98,3,2,5,0.69,4,1,2,1,2,5,2,4,2,2,3,2,3,4,5,2,5,0.59,2,1,0.88,3,4,5,2,0.89,2,3,3,2,2,1,4,300,1,4,4,3,3
3.35,3,1,1.0,4,1,4,0.89,2,0,3,4,3,1,1,3,1,5,2,5,2,5,4,1,3,0.66,1,3,0.9,1,3,3,2,0.8,2,3,3,1,2,1,1,200,1,2,5,2,3
2.98,2,3,0.91,2,2,2,0.99,0,4,4,2,4,5,3,4,2,4,3,1,4,2,4,0,4,0.89,3,2,0.91,1,4,4,1,0.7,3,2,4,1,3,0,3,300,1,3,5,3,5
2.74,3,1,0.89,3,4,2,0.78,0,0,2,2,1,2,2,2,2,4,3,2,3,2,3,0,2,0.91,1,4,0.93,3,2,5,3,0.69,2,3,3,1,4,1,4,200,1,2,3,1,2
2.98,3,3,0.91,3,4,2,0.79,0,4,5,4,3,3,2,5,4,3,3,1,2,4,2,3,4,0.89,2,4,0.69,5,1,4,2,0.69,2,2,5,1,1,1,3,300,1,2,1,3,3
1.83,1,2,0.93,1,2,4,0.8,4,0,2,1,3,2,3,2,2,3,2,2,2,1,3,0,3,0.89,2,2,0.7,2,2,3,3,0.72,2,2,3,2,2,0,3,200,1,3,2,2,2
2.81,4,5,0.9,5,5,5,0.7,0,0,1,1,1,4,5,3,5,4,4,2,1,1,4,1,5,0.69,5,4,0.85,4,1,2,2,0.89,2,1,3,2,5,0,2,300,1,1,4,4,3
2.52,4,5,0.73,5,2,5,0.88,0,2,2,3,3,2,4,2,2,2,3,5,1,3,4,3,3,0.7,4,4,0.9,2,3,4,3,0.8,3,2,2,3,3,0,2,200,1,5,3,4,4
3.15,2,3,0.85,3,4,2,0.7,0,1,3,4,5,3,3,2,4,3,2,1,5,5,5,3,4,0.91,3,3,0.7,1,3,1,3,0.79,2,1,4,2,2,1,1,200,1,4,2,2,1
3.81,3,3,0.95,3,3,2,0.9,0,0,1,1,2,1,2,1,2,1,4,1,2,4,2,3,1,0.69,1,3,0.7,1,2,4,2,0.69,2,5,2,1,2,1,1,200,1,3,3,1,1
2.42,3,2,0.75,3,3,5,0.79,1,1,3,5,3,3,4,4,3,2,2,1,4,3,3,1,2,0.9,4,3,0.94,2,4,5,1,0.8,2,3,3,2,5,1,1,200,1,3,3,4,1
2.44,3,3,0.7,3,1,1,1.0,1,1,3,2,3,3,5,2,1,3,4,2,4,3,1,1,3,0.69,5,4,0.79,2,2,3,2,1.0,5,4,5,1,5,0,4,300,1,3,3,3,1
3.19,2,5,0.83,2,5,4,0.79,1,0,2,5,4,1,4,4,5,3,3,3,4,2,5,0,2,0.79,4,4,0.98,1,2,4,4,1.0,3,1,2,1,5,0,4,200,1,1,4,2,5
3.27,1,2,0.7,5,1,3,0.99,1,1,1,4,1,3,3,2,1,3,4,2,3,1,1,0,4,0.52,3,4,0.79,4,3,4,3,0.89,4,3,2,2,3,1,3,300,1,2,3,5,1
3.35,2,1,1.0,3,3,5,1.0,1,2,3,3,3,5,5,5,3,2,4,3,4,5,1,4,2,0.77,5,5,0.7,2,2,2,4,1.0,2,2,2,1,3,1,1,300,1,1,2,4,3
2.85,3,1,0.83,3,2,3,0.7,4,0,1,3,4,4,1,4,2,1,3,3,3,2,2,1,3,0.89,1,5,1.0,1,1,2,4,0.7,2,2,2,2,1,0,3,200,1,2,2,4,3
2.63,4,1,0.99,3,4,3,1.0,2,0,2,5,2,2,2,3,4,4,5,1,2,2,1,1,3,0.91,2,4,0.9,5,4,4,3,0.67,3,2,5,3,3,1,3,200,0,1,2,4,1
2.59,3,1,0.91,1,3,3,0.89,0,4,2,4,2,1,3,5,3,3,1,3,4,1,1,2,4,0.89,3,5,0.6,5,1,3,2,0.88,3,2,2,3,2,0,4,300,1,1,4,3,3
3.33,1,3,0.82,3,2,3,0.91,0,2,5,1,3,2,3,3,2,2,4,4,5,3,1,3,5,0.7,3,4,0.89,4,2,2,3,0.83,1,3,2,2,3,1,3,200,2,4,2,4,5
1.57,1,2,0.97,3,2,4,1.0,2,2,3,5,4,2,4,3,2,3,2,3,4,4,5,1,4,0.76,4,3,0.7,4,2,4,5,0.69,3,3,1,2,1,1,4,300,1,2,2,5,2
3.61,3,2,0.92,3,1,4,0.88,1,0,4,1,3,3,1,1,1,4,2,3,3,2,3,3,2,0.96,1,4,0.77,1,2,3,5,0.69,1,3,2,2,1,1,2,300,0,2,2,3,3
2.79,5,5,0.89,3,2,3,0.89,0,2,2,5,3,2,5,3,2,2,3,2,2,4,4,2,4,0.89,5,5,0.79,2,1,5,2,0.79,2,2,4,1,3,1,4,300,0,3,3,4,2
3.43,5,1,0.77,2,2,1,0.7,4,1,1,3,2,2,5,3,2,2,2,3,2,3,3,1,3,0.79,5,3,0.7,3,4,4,2,0.8,4,2,3,2,3,1,1,300,1,3,4,1,1
2.37,1,1,0.86,2,3,3,1.0,2,4,3,1,3,3,2,5,3,4,1,2,2,3,2,4,5,0.89,2,3,0.7,2,2,4,1,0.7,4,1,2,2,3,1,3,300,1,2,4,3,1
2.48,1,3,0.96,1,1,2,0.69,0,0,1,4,3,3,4,4,1,2,2,3,4,1,4,3,3,0.77,4,1,0.7,4,2,3,2,0.7,1,2,1,2,3,1,4,300,2,2,2,2,1
2.55,2,3,0.95,4,2,4,0.78,1,0,2,3,4,4,1,1,2,3,5,3,1,2,4,3,3,0.9,1,1,0.7,3,3,5,1,0.7,1,2,5,2,4,1,2,300,1,2,1,2,3
1.64,4,2,0.9,1,3,1,0.76,0,0,1,2,1,2,3,1,1,5,2,2,4,3,5,2,1,0.79,1,2,1.0,1,1,4,1,0.57,2,2,4,1,2,1,1,200,0,4,4,2,1
2.33,1,5,0.59,1,5,2,0.89,4,1,2,3,5,4,4,2,5,4,5,2,5,3,3,1,1,0.89,4,1,0.7,2,4,1,5,0.69,1,3,5,1,2,1,4,300,1,2,3,2,1
2.33,2,5,0.87,3,4,4,0.89,0,0,2,3,4,2,5,2,4,3,4,1,3,1,4,4,2,0.69,5,3,0.75,3,4,3,5,0.6,2,3,2,3,5,1,5,300,1,2,1,4,5
3.48,2,5,0.85,1,2,4,0.99,1,2,1,2,5,2,1,3,2,3,5,5,3,5,2,2,1,1.0,1,4,0.89,4,2,3,2,0.77,2,1,2,2,2,0,2,300,1,1,3,2,2
2.43,4,2,0.95,2,4,3,0.89,2,1,1,3,4,2,2,1,4,3,1,3,4,3,4,1,3,0.8,2,3,0.66,3,4,4,3,0.88,1,1,2,1,4,0,1,300,0,4,4,3,4
2.89,5,3,1.0,3,3,3,0.6,1,0,2,4,2,5,4,2,3,1,3,2,3,2,3,3,1,0.9,4,3,0.69,2,3,1,3,1.0,3,2,1,1,3,1,1,300,1,4,1,3,3
2.78,5,2,0.72,1,3,1,0.77,1,0,3,3,3,3,5,2,3,5,3,4,4,4,5,2,5,0.81,3,4,0.7,3,3,2,3,0.81,2,3,4,2,5,0,3,200,1,4,2,3,4
2.41,4,3,0.88,2,5,2,0.9,4,1,2,5,4,5,3,2,5,5,3,3,3,2,4,0,3,0.7,3,4,0.69,3,2,3,3,0.68,5,2,5,1,4,0,3,300,0,3,3,3,3
3.08,3,3,0.98,3,1,3,0.6,1,2,1,1,1,5,1,2,1,4,2,4,4,1,2,4,2,0.9,1,3,0.78,5,4,3,5,0.8,2,5,1,1,4,1,4,200,2,3,4,1,5
2.64,3,3,0.9,5,3,4,0.9,1,2,2,5,4,4,2,5,3,3,3,1,1,4,3,2,4,1.0,2,4,0.88,3,3,3,4,0.9,2,4,1,1,4,1,1,300,1,2,4,3,2
2.43,3,1,0.84,3,3,3,0.93,0,2,4,3,5,4,3,2,3,4,2,2,2,4,3,3,5,0.77,3,2,0.66,2,2,5,3,0.69,4,2,5,1,4,1,2,200,0,3,2,4,1
1.83,1,1,0.63,2,3,4,1.0,1,4,1,3,4,5,1,2,3,2,2,3,5,2,3,3,1,0.55,1,3,0.88,4,1,4,1,0.69,2,1,4,2,3,1,3,300,1,3,5,4,5
2.55,4,3,1.0,4,5,5,0.93,2,1,2,3,1,2,1,2,1,1,1,3,1,4,1,4,4,0.89,1,2,0.69,1,3,4,2,0.67,3,1,2,3,4,1,1,200,1,4,1,2,1
1.33,1,2,0.82,3,2,1,0.8,1,0,2,1,2,1,2,1,2,2,2,3,1,1,1,4,1,0.59,2,2,1.0,3,2,3,2,0.9,2,2,2,1,3,0,1,200,1,1,2,1,2
2.56,3,3,0.95,3,3,1,0.69,1,1,5,4,3,1,2,5,3,1,2,2,3,3,4,1,3,0.96,2,2,0.9,2,5,2,1,0.88,3,3,4,2,5,1,5,300,2,2,2,1,1
3.25,3,2,0.73,4,1,3,1.0,4,1,3,3,3,2,5,4,1,5,2,2,4,1,3,3,2,0.7,5,5,0.7,2,3,2,3,0.65,5,1,3,1,2,0,3,200,1,2,5,2,5
2.31,5,2,1.0,5,3,3,0.78,4,1,2,5,3,4,4,4,3,1,3,4,4,2,4,1,3,0.89,4,5,0.79,2,3,3,4,0.79,5,4,3,1,4,0,3,200,1,1,4,5,1
2.86,4,1,0.85,1,1,2,0.69,1,0,1,1,2,1,3,1,1,4,2,2,4,2,5,1,2,0.88,3,3,1.0,2,1,2,2,0.78,2,2,4,1,5,0,4,200,1,4,2,1,1
2.7,1,1,0.77,1,3,5,0.92,4,1,2,3,3,3,2,4,3,2,3,3,3,1,2,1,4,0.69,2,2,0.73,3,4,3,5,1.0,3,1,1,2,3,0,1,300,1,1,1,4,2
