GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared
2.85,0.63,1.0,0.7,0.82,0.89,1,1,0,300,2,2,0,1,5,1,1,4,3,1,4,3,3,3,2,3,1,3,3,3,2,4,3,2,4,3,1,3,3,5,1,2,4,2,3,1,4,3,3,3,2,4,5,2,4,3,3,1
2.67,0.99,0.8,0.69,0.7,0.79,1,3,1,200,2,1,2,4,2,3,4,4,4,1,1,4,3,3,4,3,2,4,3,3,1,4,1,3,5,3,4,3,3,3,4,5,4,1,4,1,1,4,3,3,4,1,3,1,2,3,1,4
2.65,0.79,0.99,0.79,0.76,0.93,2,3,0,300,2,1,2,2,5,2,5,5,3,5,3,2,2,1,4,4,4,4,4,1,5,4,3,5,1,1,1,4,3,5,4,5,3,5,3,5,3,2,2,1,4,2,3,2,4,2,3,5
3.05,0.64,1.0,0.66,0.88,0.9,0,1,0,200,3,0,0,4,4,2,3,2,2,1,2,2,2,2,3,3,2,4,3,2,4,3,3,2,3,3,2,3,4,3,2,1,3,2,2,2,3,2,3,4,3,3,2,2,3,2,3,3
3.23,1.0,1.0,0.69,1.0,0.7,1,3,1,300,3,0,0,3,0,1,3,3,3,5,5,3,3,2,2,4,3,3,4,3,3,3,4,1,3,1,2,5,3,1,5,3,2,4,3,5,5,3,3,2,2,1,4,2,2,3,3,3
2.81,0.79,0.9,0.9,0.84,1.0,1,4,0,200,1,2,4,1,5,3,2,3,5,4,3,3,3,5,2,4,5,1,5,4,5,3,3,4,2,2,5,3,3,2,1,1,2,1,5,4,3,3,3,5,2,3,4,4,3,3,2,2
3.43,0.87,0.66,0.99,0.93,0.89,1,1,0,300,1,4,0,3,5,0,3,3,3,5,3,4,2,1,4,3,3,2,3,1,3,2,3,2,5,4,4,5,3,3,4,3,2,5,3,5,3,4,2,1,4,4,3,3,4,2,5,3
2.07,0.78,0.7,0.68,1.0,0.57,0,2,1,300,4,0,4,3,2,0,5,3,2,2,1,4,4,3,1,2,4,1,3,5,2,3,1,5,2,1,2,2,2,2,3,5,3,4,2,2,1,4,4,3,1,5,2,3,2,3,5,5
2.67,0.8,0.69,0.69,0.59,0.59,1,1,1,300,2,1,1,2,1,1,3,1,5,1,2,1,5,5,3,3,3,4,1,2,3,1,1,3,4,3,1,4,2,4,3,4,5,2,5,1,2,1,5,5,3,1,1,4,2,5,4,3
1.17,0.5,0.93,0.89,1.0,0.69,1,2,0,200,3,0,2,1,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,2,2,5,1,1,5,4,2,1,2,3,2,2,2,2,2,1,1,2,1,2,2
2.89,0.9,0.91,0.93,1.0,0.79,1,3,1,300,1,4,2,3,0,1,1,2,4,2,5,3,2,3,5,2,1,4,2,3,2,4,3,1,4,3,1,3,3,3,2,5,3,2,4,2,5,3,2,3,5,1,2,3,3,2,2,1
2.65,0.89,0.59,0.94,0.86,0.9,1,3,1,300,4,0,1,4,0,0,2,2,3,1,2,4,2,4,1,3,4,2,4,3,4,4,4,1,3,2,3,1,4,3,1,2,1,4,3,1,2,4,2,4,1,4,2,2,5,1,4,2
2.05,0.8,0.9,0.93,0.95,0.7,1,3,1,300,2,2,4,4,5,1,2,5,1,2,1,4,1,4,3,3,2,2,2,4,3,2,1,4,2,2,3,2,4,4,3,4,4,2,1,2,1,4,1,4,3,2,4,4,3,2,2,2
3.02,0.69,0.66,0.84,0.92,0.89,1,1,0,300,3,0,0,4,3,1,4,3,4,2,3,3,3,5,3,4,2,1,4,4,1,3,3,4,1,5,3,4,3,3,2,2,3,5,4,2,3,3,3,5,3,1,1,2,1,5,3,4
3.27,0.9,0.89,0.79,0.97,0.79,2,0,0,300,2,2,0,3,5,2,4,2,4,2,4,3,2,3,5,3,2,4,2,3,3,2,4,2,3,1,4,2,2,4,3,5,5,4,4,2,4,3,2,3,5,1,4,2,1,3,4,4
3.48,0.45,0.8,0.8,0.89,0.78,1,2,0,200,3,1,2,1,3,1,3,3,3,3,4,2,2,4,2,2,2,3,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,2,3,2,3,2,3,3,3,2,3
2.91,0.93,0.79,0.91,0.88,0.7,1,0,0,300,1,3,0,4,5,1,5,1,2,2,4,3,4,2,2,2,4,2,3,3,1,1,3,2,1,2,4,3,2,1,2,5,2,5,2,2,4,3,4,2,2,3,2,3,2,5,2,5
2.21,0.69,0.69,0.79,0.51,0.9,0,1,1,300,2,2,4,2,3,2,4,2,1,3,5,3,3,4,3,1,1,4,2,1,2,2,3,4,3,5,2,5,1,2,2,2,1,2,1,3,5,3,3,4,3,1,2,3,2,5,5,4
2.43,1.0,0.93,0.9,0.91,0.79,2,0,0,300,2,2,1,5,3,1,3,1,5,2,3,2,1,4,1,4,2,3,3,3,4,3,2,5,5,1,4,3,4,4,2,4,2,5,5,2,3,2,1,4,1,3,3,1,5,5,3,3
3.45,0.9,0.7,0.67,0.96,0.6,1,2,0,300,4,0,1,4,1,0,3,4,2,5,5,3,3,2,3,5,2,5,3,3,4,5,1,1,4,5,4,1,4,5,5,5,3,3,2,5,5,3,3,2,3,4,4,1,1,3,3,3
3.32,0.69,0.92,0.73,0.84,0.78,1,4,0,300,2,0,0,3,1,1,2,1,3,5,3,1,1,4,2,1,2,5,1,2,4,3,3,4,4,5,2,1,3,2,1,2,4,2,3,5,3,1,1,4,2,3,4,5,4,4,1,2
2.22,0.79,0.79,1.0,0.85,1.0,1,0,0,300,2,1,0,1,1,3,2,4,3,2,2,2,2,2,2,4,4,1,4,4,3,1,3,5,4,3,5,4,4,3,2,3,2,3,3,2,2,2,2,2,2,4,4,2,4,2,4,2
2.81,0.89,0.73,0.71,0.56,0.89,1,2,1,200,0,2,1,5,0,0,5,5,3,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
3.41,0.79,0.77,0.87,0.71,0.89,1,1,0,300,1,0,1,4,1,0,2,3,4,4,4,5,3,4,4,4,3,1,3,3,4,3,3,2,1,2,4,1,2,2,4,5,2,3,4,4,4,5,3,4,4,1,1,1,3,3,1,2
3.08,0.6,0.69,0.93,1.0,0.77,1,1,0,200,2,1,1,3,3,1,2,2,2,3,2,1,5,4,3,2,2,2,4,2,5,3,2,3,2,3,4,1,5,5,3,3,1,3,2,3,2,1,5,4,3,1,4,3,3,5,1,2
3.02,0.78,0.8,0.7,0.84,1.0,1,4,1,200,2,1,0,2,1,1,3,2,2,4,3,3,5,1,4,2,5,2,2,4,3,2,1,2,3,3,4,5,3,3,4,5,1,4,2,4,3,3,5,1,4,2,3,1,4,5,4,3
2.35,0.69,1.0,0.7,0.47,0.84,1,3,1,300,3,0,0,4,2,1,4,5,4,3,2,2,2,2,2,3,2,3,4,4,2,1,3,4,5,5,4,2,5,2,5,5,1,3,4,3,2,2,2,2,2,4,3,3,3,4,4,4
2.81,0.9,0.89,0.7,0.8,0.85,1,2,0,300,1,0,2,3,5,2,2,3,4,4,2,3,4,4,1,2,3,3,2,4,2,2,4,2,5,1,4,3,2,1,3,2,4,2,4,4,2,3,4,4,1,2,4,3,4,5,4,2
3.3,0.79,0.93,0.69,0.66,0.78,2,3,1,300,3,1,0,4,2,1,3,2,1,4,3,3,3,2,3,3,1,3,3,5,2,2,3,3,4,4,4,2,4,5,5,5,1,4,1,4,3,3,3,2,3,3,3,4,3,3,1,3
3.15,0.7,0.67,0.85,0.77,0.96,0,1,1,200,1,4,0,3,5,1,3,2,3,5,5,4,3,3,3,3,4,3,3,3,2,3,3,3,2,2,4,1,3,4,2,4,2,4,3,5,5,4,3,3,3,2,2,5,4,2,2,3
2.63,0.73,0.7,0.7,1.0,0.59,2,1,1,300,2,0,1,3,3,1,3,2,4,5,3,3,2,5,3,2,3,2,3,1,2,2,4,2,3,3,3,3,5,4,3,4,1,2,4,5,3,3,2,5,3,3,3,4,3,3,2,3
2.29,0.8,0.89,0.89,0.8,0.79,2,4,1,300,3,1,0,2,5,1,5,3,1,5,5,2,3,3,4,4,1,1,3,1,3,5,1,3,5,3,1,3,4,4,3,2,1,5,1,5,5,2,3,3,4,4,4,1,3,2,1,5
3.22,0.89,0.88,0.79,1.0,0.69,2,0,1,300,2,2,2,2,3,3,1,3,1,2,5,3,3,1,4,3,4,4,3,4,5,4,5,5,2,4,3,4,3,3,1,3,4,2,1,2,5,3,3,1,4,2,2,2,2,3,1,1
2.28,0.9,0.6,0.88,0.73,0.79,0,3,0,300,2,2,1,4,5,3,3,3,1,4,3,5,4,1,3,2,1,2,3,4,2,4,2,5,2,3,3,4,2,2,5,1,4,3,1,4,3,5,4,1,3,3,4,2,3,3,1,3
2.39,0.75,0.78,0.88,0.88,0.93,1,1,0,300,4,0,0,5,1,1,4,4,5,1,3,4,4,1,2,4,1,4,3,4,2,3,3,3,2,5,4,2,3,2,3,4,2,3,5,1,3,4,4,1,2,3,3,2,5,3,2,4
1.98,0.91,1.0,0.87,0.76,0.89,2,3,1,200,2,1,1,3,1,3,4,3,4,5,2,4,2,1,2,2,3,5,1,4,4,3,1,3,3,4,2,2,2,4,2,3,2,1,4,5,2,4,2,1,2,4,4,4,3,2,3,4
2.53,0.8,0.92,0.8,0.86,0.67,1,2,0,300,2,2,0,3,1,1,2,2,2,2,2,4,4,2,4,2,4,4,4,2,1,2,2,3,4,2,1,2,2,3,4,4,4,3,4,2,3,2,2,2,2,1,2,1,2,1,1,2
2.86,0.93,1.0,0.6,1.0,1.0,2,3,1,300,4,0,0,3,2,1,1,1,1,2,3,3,3,5,2,1,3,2,2,2,2,3,1,4,3,3,1,1,3,4,2,1,1,5,1,2,3,3,3,5,2,3,4,1,2,3,2,1
3.14,0.9,0.9,0.63,0.69,0.7,0,2,0,300,4,0,1,4,2,2,3,1,2,2,1,3,4,5,3,3,5,2,2,1,2,1,2,4,2,2,3,4,4,2,2,2,5,5,2,2,1,3,4,5,3,1,1,3,2,4,1,3
2.87,0.8,0.69,0.69,0.82,0.75,1,2,0,300,2,2,0,3,1,3,1,2,5,4,2,4,2,2,2,3,4,5,2,4,2,3,4,1,3,4,2,3,3,2,3,2,5,2,5,4,2,4,2,2,2,4,3,1,2,1,4,1
2.11,0.92,0.9,0.79,0.94,0.69,1,2,1,300,2,2,0,2,1,1,4,3,4,3,1,4,4,5,3,4,2,3,3,4,1,3,4,1,4,3,4,1,5,3,5,4,4,3,4,3,1,4,4,5,3,3,2,3,1,5,4,4
2.88,0.87,0.64,1.0,0.88,0.69,1,2,0,200,3,0,1,4,2,1,2,2,2,1,4,4,3,1,2,2,2,3,2,4,1,5,3,5,3,5,2,2,1,3,4,2,3,4,2,1,4,4,3,1,2,5,5,2,3,2,1,2
2.3,0.87,0.93,0.78,0.94,0.9,1,0,0,200,1,2,0,2,2,1,3,3,5,3,2,2,2,4,1,2,2,5,4,2,4,4,4,4,2,1,2,1,4,4,2,2,2,4,5,3,2,2,2,4,1,3,3,1,4,2,1,3
3.41,1.0,0.9,0.84,0.86,0.89,1,3,1,300,2,2,0,2,2,1,5,3,4,2,4,4,3,5,5,3,4,1,5,4,3,2,3,5,1,1,3,5,3,1,3,1,3,1,4,2,4,4,3,5,5,1,3,3,4,3,2,5
3.41,0.6,0.89,0.87,0.92,0.89,1,2,0,300,3,1,2,2,2,3,1,1,4,3,3,4,3,3,3,1,5,4,2,2,3,3,3,3,3,3,3,3,1,2,2,2,5,3,4,3,3,4,3,3,3,1,2,3,2,3,3,1
3.48,0.77,1.0,1.0,0.62,0.68,2,3,1,200,2,2,1,4,5,0,5,3,4,2,1,2,3,1,4,1,5,4,1,4,4,5,3,3,3,5,1,1,3,5,2,3,2,1,4,2,1,2,3,1,4,1,4,1,2,2,2,5
2.36,0.84,0.69,0.9,0.61,1.0,1,1,1,300,1,3,0,3,5,2,5,2,1,3,3,2,2,3,4,5,2,3,2,1,2,3,2,3,3,3,2,4,3,3,1,3,5,3,1,3,3,2,2,3,4,4,1,1,3,4,1,5
3.22,0.91,1.0,1.0,0.86,0.69,1,0,1,300,2,2,2,3,1,2,1,4,5,2,1,1,3,5,3,1,4,3,2,4,2,3,3,1,2,2,2,4,1,1,1,3,3,1,5,2,1,1,3,5,3,4,3,4,4,3,2,1
2.52,0.79,0.66,0.7,0.94,1.0,1,4,0,300,2,2,0,1,5,3,5,2,4,1,4,4,2,3,2,2,3,3,4,3,3,1,4,4,2,2,4,3,1,2,1,3,5,4,4,1,4,4,2,3,2,4,2,1,3,5,2,5
2.93,1.0,0.99,0.7,0.94,0.69,2,0,0,200,3,0,0,1,1,2,3,3,3,4,3,1,5,4,2,1,4,3,1,5,5,2,2,1,4,3,3,3,2,2,2,2,3,4,3,4,3,1,5,4,2,4,1,5,3,5,3,3
2.4,0.9,0.9,0.79,1.0,0.79,2,1,1,300,1,2,0,2,3,2,1,4,5,2,2,2,4,4,2,1,2,4,1,2,2,1,4,3,4,2,2,2,3,4,1,2,3,2,5,2,2,2,4,4,2,3,2,4,2,5,2,1
3.17,0.6,0.6,0.69,0.9,0.7,1,1,0,300,2,4,0,3,3,2,5,5,2,2,2,4,2,4,4,2,3,1,4,4,1,2,3,2,5,3,3,4,5,1,1,3,2,4,2,2,2,4,2,4,4,3,1,1,2,5,3,5
2.91,1.0,0.89,0.7,0.84,0.92,2,2,1,300,1,3,0,5,1,1,2,3,4,2,2,5,3,2,3,3,3,2,3,4,5,1,4,3,3,2,2,4,2,3,2,4,2,3,4,2,2,5,3,2,3,2,2,1,1,5,3,2
1.88,0.69,1.0,0.69,0.66,0.89,1,1,1,300,1,2,0,1,3,0,3,3,3,5,2,3,4,4,5,1,1,5,3,2,1,1,3,2,3,3,2,2,4,4,4,5,1,2,3,5,2,3,4,4,5,1,3,4,2,3,4,3
2.16,1.0,0.92,0.89,0.9,1.0,2,2,0,300,2,1,0,3,3,0,3,2,3,1,3,2,4,3,3,2,3,5,1,1,4,2,3,3,2,3,3,3,5,2,3,2,1,3,3,1,3,2,4,3,3,2,2,3,5,1,4,3
2.77,0.77,0.7,0.93,0.81,0.92,1,1,0,200,2,1,0,2,5,3,4,5,1,4,2,1,1,4,3,2,2,5,2,1,1,1,2,4,3,4,1,3,1,1,2,1,5,3,1,4,2,1,1,4,3,3,1,3,3,3,1,4
2.9,0.92,0.89,0.89,0.77,1.0,0,3,0,300,2,1,4,3,1,1,1,4,5,3,1,3,3,2,3,3,3,4,3,2,2,2,4,2,5,4,2,2,5,2,1,3,2,5,5,3,1,3,3,2,3,3,5,2,3,1,5,1
1.12,0.6,0.7,1.0,0.93,0.78,2,1,0,200,1,0,0,3,1,1,1,3,5,2,4,2,3,4,4,1,4,2,5,3,2,3,2,3,1,4,4,4,3,3,4,5,3,4,5,2,4,2,3,4,4,4,2,3,3,3,2,1
2.78,0.88,0.69,0.78,0.57,0.78,1,2,0,300,2,1,0,4,3,2,4,5,1,5,2,1,4,3,4,2,3,4,4,3,5,3,5,4,4,2,2,1,1,1,4,2,5,4,1,5,2,1,4,3,4,3,3,1,3,5,3,4
1.69,0.73,0.59,0.68,0.89,0.93,1,1,1,300,2,1,1,3,2,1,3,3,4,1,2,3,2,4,1,3,5,1,4,4,3,2,3,5,2,3,3,2,1,1,1,2,5,3,4,1,2,3,2,4,1,3,3,4,5,1,4,3
1.95,1.0,0.78,0.7,1.0,0.89,1,3,0,300,2,1,0,2,1,2,2,5,1,1,3,4,4,3,4,4,2,4,2,3,5,5,1,3,4,3,3,3,3,3,4,5,2,5,1,1,3,4,4,3,4,3,4,2,3,4,5,2
2.5,0.79,0.78,0.7,0.86,0.69,2,1,0,300,2,2,2,3,1,1,4,2,3,3,3,3,2,3,3,4,2,4,3,2,4,2,3,5,4,2,3,1,3,4,3,4,3,5,3,3,3,3,2,3,3,3,1,4,2,2,3,4
2.79,0.79,0.98,0.6,0.93,0.78,1,1,0,200,2,1,1,4,1,2,2,3,4,2,2,3,4,2,2,3,4,3,4,1,2,3,3,4,4,4,5,3,3,4,3,5,2,2,4,2,2,3,4,2,2,5,3,4,4,3,4,2
3.71,0.93,1.0,0.79,0.82,0.9,1,1,0,300,2,2,0,4,2,3,2,4,3,2,5,4,3,4,3,3,4,2,1,4,2,3,3,3,2,3,1,3,3,2,4,2,2,1,3,2,5,4,3,4,3,2,4,3,1,3,2,2
2.35,0.9,0.79,0.79,1.0,0.79,1,1,0,300,2,0,1,2,2,3,3,4,2,2,1,1,4,4,4,1,4,4,2,2,4,3,5,1,4,3,2,3,4,1,4,2,1,2,2,2,1,1,4,4,4,2,2,4,5,2,3,3
2.64,0.89,0.99,0.79,0.95,0.7,0,2,0,200,2,1,0,3,3,2,2,2,3,4,4,3,1,1,4,2,1,3,3,2,4,2,3,5,1,3,3,3,2,2,3,3,2,3,3,4,4,3,1,1,4,4,3,3,3,3,5,2
3.31,0.8,0.69,0.79,0.74,0.9,1,4,1,300,2,1,0,2,5,1,3,4,4,2,1,1,5,3,3,4,4,1,2,4,4,1,4,2,4,5,1,1,1,3,2,4,5,3,4,2,1,1,5,3,3,2,4,3,4,5,2,3
3.02,0.7,0.79,0.78,0.8,0.7,1,2,0,300,2,2,0,2,2,1,3,5,3,2,3,4,4,2,5,4,2,3,5,3,2,4,4,3,3,5,2,1,5,4,5,2,1,5,3,2,3,4,4,2,5,4,2,3,5,1,2,3
3.19,0.69,0.6,0.79,0.96,0.79,1,3,0,300,2,0,1,2,1,1,3,3,2,1,3,5,1,2,1,1,3,3,2,4,4,4,1,4,3,5,5,2,3,4,5,4,3,5,2,1,3,5,1,2,1,4,2,4,3,1,4,3
2.81,0.84,0.79,0.7,0.89,0.89,1,2,1,300,2,1,2,3,0,2,3,2,3,3,1,3,4,3,4,4,2,2,3,1,3,4,3,3,4,4,3,3,3,4,2,3,4,5,3,3,1,3,4,3,4,3,5,2,2,2,2,3
2.93,0.69,0.78,1.0,0.91,0.89,0,3,1,300,3,0,0,2,5,2,3,4,1,3,4,3,1,3,3,3,3,4,1,2,2,2,4,1,1,3,3,4,4,1,3,3,3,2,1,3,4,3,1,3,3,5,2,5,5,2,2,3
2.9,0.66,0.93,0.9,0.97,0.99,1,1,1,200,4,0,0,2,4,3,4,2,4,1,2,2,3,1,3,2,3,3,2,1,3,4,2,4,4,3,3,1,1,2,3,3,2,2,3,2,4,3,2,1,2,2,3,2,3,1,2,3
3.39,0.66,0.7,0.84,0.87,0.89,2,1,0,300,2,2,4,3,1,1,5,4,4,3,5,3,4,3,1,5,3,3,2,2,3,4,1,3,2,1,3,4,2,2,1,3,4,1,4,3,5,3,4,3,1,1,1,1,3,5,1,5
2.98,0.72,0.9,0.79,0.77,1.0,0,4,1,200,2,2,2,3,3,2,2,3,4,2,4,1,1,2,3,1,2,5,3,4,3,3,2,1,1,3,1,2,3,3,2,5,2,1,4,2,4,1,1,2,3,4,5,3,4,2,4,2
2.76,1.0,0.69,1.0,0.78,0.79,2,2,0,300,2,4,1,2,3,2,2,3,1,2,5,2,3,3,3,2,1,2,2,1,2,3,3,3,2,3,1,1,4,4,3,3,2,2,1,2,5,2,3,3,3,2,1,5,4,4,3,2
2.41,0.66,0.96,1.0,0.8,0.79,0,2,0,300,2,1,0,3,5,2,3,2,2,5,1,2,3,3,3,5,3,1,4,4,2,3,2,4,1,3,1,5,3,2,4,4,1,1,2,5,1,2,3,3,3,2,4,3,2,5,3,3
2.57,0.68,1.0,0.78,0.93,0.89,1,1,1,300,3,0,2,5,1,1,4,4,2,5,5,4,3,1,3,2,3,5,1,4,4,2,4,4,2,4,4,5,1,3,4,1,4,3,2,5,5,4,3,1,3,3,2,1,1,2,1,4
2.26,0.82,0.75,0.6,0.93,0.88,1,2,0,200,2,2,1,4,2,2,4,3,2,2,3,2,2,3,2,3,1,3,2,3,2,3,2,3,4,3,3,4,2,3,4,2,3,2,4,4,4,4,2,4,2,2,3,3,2,3,4,3
1.74,1.0,0.93,0.79,0.85,0.91,2,3,0,200,4,0,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,5,5,2,1,4,5,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1
2.57,0.79,0.88,0.91,0.87,0.92,1,1,0,300,1,4,1,3,3,1,4,4,4,1,1,5,4,5,4,3,4,4,4,1,1,3,1,1,4,5,3,4,2,1,3,4,5,3,4,1,1,5,4,5,4,2,2,3,1,2,2,4
2.74,0.7,0.79,0.9,1.0,0.69,1,3,1,300,2,2,0,4,2,3,2,4,1,2,3,2,2,5,4,1,4,2,1,2,1,3,5,4,2,4,3,3,2,4,4,1,3,5,1,2,3,2,2,5,4,5,2,2,2,4,2,2
2.61,0.9,0.69,1.0,0.92,1.0,1,1,0,300,3,1,1,3,3,2,3,2,2,5,5,2,2,4,3,4,4,4,4,3,5,4,2,3,2,3,3,1,4,5,2,4,1,5,2,5,5,2,2,4,3,3,3,2,2,4,1,3
2.14,0.73,0.91,0.68,0.93,1.0,2,0,1,300,2,2,1,4,1,1,3,1,2,2,3,3,5,2,2,3,1,5,3,3,1,3,2,2,1,1,2,4,1,2,2,1,5,2,2,2,3,3,5,2,2,3,3,3,1,4,1,3
3.09,0.79,0.89,0.89,0.74,0.6,2,4,0,300,3,0,1,2,3,0,3,3,4,2,1,3,4,2,3,5,1,2,1,3,1,3,3,3,3,4,4,1,5,3,4,2,4,2,4,2,1,3,4,2,3,5,3,2,4,2,3,3
1.57,0.5,0.92,0.89,0.47,0.7,2,2,1,200,2,2,0,2,1,2,3,2,3,2,3,3,3,4,2,4,3,2,1,3,3,4,2,2,2,2,3,4,1,5,4,2,2,3,3,3,3,3,3,3,2,4,3,4,3,4,3,4
3.02,0.7,0.89,0.89,0.87,0.6,1,2,0,300,3,1,0,2,1,2,1,1,2,4,2,4,3,5,1,5,3,4,1,1,2,3,4,3,3,1,3,2,3,1,2,4,2,4,2,4,2,4,3,5,1,4,1,2,1,4,1,1
2.19,0.79,0.8,0.88,0.73,0.73,1,4,1,200,1,3,0,2,1,2,3,3,3,1,3,2,3,2,1,2,3,1,3,4,3,4,2,3,4,3,3,2,2,3,1,4,5,4,3,1,3,2,3,2,1,5,3,3,1,3,2,3
2.52,0.99,0.7,0.7,0.78,0.79,1,1,1,200,3,0,0,3,5,1,2,3,2,1,4,2,5,2,2,2,2,1,3,5,2,2,5,3,3,4,4,1,3,1,1,5,5,4,2,1,4,2,5,2,2,3,4,1,4,4,2,2
1.95,0.32,0.68,0.68,0.49,0.73,0,2,1,200,2,0,0,5,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4
2.11,0.7,1.0,0.7,0.85,0.87,2,1,0,300,2,1,4,5,5,3,1,3,1,3,3,1,2,2,4,2,3,3,3,4,5,2,4,2,1,5,3,4,2,1,3,4,5,3,1,3,3,1,2,2,4,2,2,3,2,4,1,1
3.38,0.69,0.78,0.69,0.78,0.79,1,1,0,200,2,1,1,1,1,1,2,3,3,1,2,1,2,4,2,3,4,3,3,4,2,1,1,5,2,3,4,2,3,1,3,3,3,1,3,1,2,1,2,4,2,2,1,1,4,2,2,2
2.93,0.59,0.79,0.78,0.88,0.79,2,1,0,300,2,1,0,1,1,1,3,4,5,1,3,4,3,3,2,1,4,3,3,4,5,2,2,2,3,4,3,2,2,2,3,2,4,1,5,1,3,4,3,3,2,1,3,3,5,5,1,3
3.06,0.78,0.7,1.0,0.72,0.69,2,1,1,300,4,0,4,2,1,0,5,2,5,3,3,4,1,3,2,3,3,2,2,2,2,3,4,3,3,4,3,1,2,3,4,3,1,4,5,3,3,4,1,3,2,5,2,4,3,5,4,5
2.98,0.89,0.6,0.7,0.91,1.0,1,1,0,300,1,4,0,3,1,1,2,1,3,2,1,2,2,3,5,3,3,3,2,3,2,3,3,5,2,4,3,3,4,2,2,4,1,4,3,2,1,2,2,3,5,3,2,4,2,2,1,2
2.5,0.89,0.79,0.66,0.84,0.79,0,1,0,200,3,1,1,2,2,1,5,4,2,4,4,2,2,1,3,2,4,1,2,4,4,5,1,1,4,4,5,1,5,3,2,4,1,5,2,4,4,2,2,1,3,3,2,5,3,3,2,5
1.52,1.0,0.67,0.79,0.78,0.93,1,2,1,200,3,0,1,1,1,3,2,3,4,1,2,3,5,1,2,2,2,5,4,3,1,5,2,3,4,1,1,5,2,1,1,2,3,1,4,1,2,3,5,1,2,3,1,4,3,5,2,2
2.93,0.69,0.79,0.59,0.72,0.99,1,4,1,300,2,1,4,2,3,2,2,2,4,2,4,1,1,5,3,3,1,2,4,3,3,2,1,3,2,1,5,2,4,5,1,3,2,5,4,2,4,1,1,5,3,4,4,4,5,1,2,2
2.67,0.79,0.96,0.57,0.65,0.89,0,3,1,200,2,2,0,3,4,0,2,2,2,3,2,2,2,2,3,2,2,1,3,1,4,4,3,3,3,2,2,2,3,1,2,2,3,3,2,3,3,2,2,2,3,1,2,1,2,3,2,2
2.3,0.9,0.89,1.0,0.95,0.79,1,3,1,300,3,0,0,3,1,2,4,4,1,4,5,5,2,3,2,4,3,5,3,2,1,2,3,2,3,4,3,4,3,3,1,3,4,2,1,4,5,5,2,3,2,5,4,1,5,1,3,4
3.17,0.8,0.78,0.89,0.8,0.72,0,3,1,300,2,1,0,3,1,1,3,2,3,2,3,4,2,3,2,4,2,1,3,4,2,1,2,1,2,1,2,3,2,3,2,4,2,1,4,3,3,3,3,2,1,1,2,2,1,2,2,1
3.74,0.89,1.0,0.9,0.88,0.93,1,3,0,300,4,0,1,2,3,3,3,4,4,3,3,1,3,4,1,4,2,3,3,4,3,4,1,4,3,2,3,4,1,2,3,5,4,5,4,3,3,1,3,4,1,4,4,2,2,2,4,3
3.54,0.9,0.79,0.79,0.84,0.7,1,1,1,300,1,3,2,2,1,1,3,2,3,2,2,1,3,2,2,5,2,4,5,4,3,3,3,5,5,5,1,3,2,3,3,5,1,5,3,2,2,1,3,2,2,4,2,5,2,1,3,3
2.31,0.89,0.91,0.77,0.7,0.7,2,4,0,300,2,1,0,2,2,3,3,4,2,3,4,3,3,3,4,1,3,3,1,2,5,2,3,4,3,2,2,1,4,5,4,1,2,4,2,3,4,3,3,3,4,4,3,4,2,5,3,3
2.75,1.0,0.7,0.55,0.9,0.69,1,1,1,300,2,0,0,2,3,2,3,4,1,3,4,3,4,1,4,4,1,1,4,4,2,2,4,5,3,2,1,2,4,2,3,2,5,4,1,3,4,3,4,1,4,2,4,2,2,3,3,3
2.16,0.89,0.73,0.83,0.68,0.7,0,2,1,300,2,0,1,3,5,3,2,2,5,4,1,2,4,4,2,3,3,5,2,3,5,3,3,5,3,3,2,3,2,3,5,2,2,3,5,4,1,2,4,4,2,5,3,2,2,4,2,2
