GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,Year_study,Gender_Female,Gender_Male,Programme_ENT,Programme_Nursing,RISK_LABEL
2.61,0.9,0.69,1.0,0.92,1.0,2,2,4,2,2,3,4,3,3,2,2,5,5,2,2,4,3,4,4,4,4,3,5,4,2,3,2,3,3,1,4,5,2,4,1,5,2,5,5,2,2,4,3,3,3,2,2,4,1,3,3,1,0,0,1,High Risk
2.89,0.79,0.91,1.0,0.82,0.79,3,2,2,5,3,2,3,3,2,4,4,2,3,4,2,3,2,1,3,4,3,2,5,3,2,1,4,5,1,3,4,4,4,4,1,4,4,2,3,4,2,3,2,2,2,1,3,4,1,2,3,1,0,0,1,Low Risk
2.46,0.7,0.79,0.89,0.8,0.9,3,3,3,3,1,5,4,3,2,4,1,3,1,1,3,5,5,2,4,2,3,3,1,4,5,2,3,5,5,4,2,2,2,2,1,5,1,3,1,1,3,5,5,3,5,1,5,1,2,2,3,1,0,0,1,Low Risk
1.45,1.0,0.78,0.4,0.78,0.9,3,2,3,2,4,4,3,4,4,2,4,5,2,4,3,1,5,3,5,1,5,2,4,4,4,5,3,2,5,1,3,1,4,2,2,3,4,5,2,4,3,1,5,3,3,2,5,2,2,4,3,1,0,0,1,High Risk
3.17,0.8,0.78,0.89,0.8,0.72,1,4,3,2,1,3,2,2,3,2,3,2,3,4,2,3,2,4,2,1,3,4,2,1,2,1,2,1,2,3,2,3,2,4,2,1,4,3,3,3,3,2,1,1,2,2,1,2,2,1,3,0,1,0,1,Low Risk
2.69,0.59,1.0,0.75,0.71,1.0,3,2,2,5,3,3,2,4,2,1,4,3,1,2,4,4,5,3,5,2,5,3,4,4,3,3,4,1,1,5,1,2,2,1,4,2,4,3,1,2,4,4,5,3,2,3,4,5,2,2,3,0,1,0,1,High Risk
1.79,0.8,1.0,0.93,0.96,0.89,2,5,3,3,1,2,3,3,4,2,2,2,2,1,3,2,4,2,4,2,4,2,2,2,2,2,3,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,Moderate Risk
3.71,0.93,1.0,0.79,0.82,0.9,2,2,3,3,1,4,3,4,2,4,3,2,5,4,3,4,3,3,4,2,1,4,2,3,3,3,2,3,1,3,3,2,4,2,2,1,3,2,5,4,3,4,3,2,4,3,1,3,2,2,3,1,0,0,1,Low Risk
2.91,0.69,0.68,1.0,0.99,1.0,4,5,3,2,1,4,2,2,4,3,4,3,3,4,3,4,4,4,3,4,3,3,4,4,4,5,5,5,3,5,4,4,4,4,3,5,3,4,4,5,4,4,4,3,3,3,3,3,4,3,3,0,1,1,0,High Risk
2.9,0.92,0.89,0.89,0.77,1.0,1,4,3,2,4,3,2,2,1,4,5,3,1,3,3,2,3,3,3,4,3,2,2,2,4,2,5,4,2,2,5,2,1,3,2,5,5,3,1,3,3,2,3,3,5,2,3,1,5,1,3,1,0,0,1,Moderate Risk
1.1,0.89,0.9,0.87,0.87,0.79,2,4,3,3,4,2,2,2,3,3,2,3,5,3,2,3,5,2,2,2,5,5,2,1,1,4,5,3,5,2,2,4,3,4,5,4,2,3,5,3,2,3,5,3,4,3,4,3,2,3,3,0,1,0,1,High Risk
2.28,0.89,0.96,1.0,0.94,0.79,2,1,3,2,1,2,4,4,4,1,2,3,2,4,4,4,3,1,2,4,5,4,3,5,3,3,3,1,3,4,4,3,2,2,4,1,2,3,2,4,4,4,3,4,3,5,4,3,4,4,3,0,1,0,1,High Risk
2.35,1.0,0.7,0.89,0.81,0.96,2,5,3,5,2,3,2,1,3,3,3,5,3,3,3,1,3,2,5,2,5,3,4,1,1,1,5,3,3,2,2,2,5,1,2,1,3,5,3,3,3,1,3,5,4,5,2,1,5,3,3,1,0,0,1,Moderate Risk
2.6,0.89,0.7,0.78,1.0,0.55,3,3,2,4,1,5,2,2,1,4,2,2,1,4,3,3,3,2,2,2,5,5,3,4,4,2,3,2,2,3,4,3,4,2,5,3,2,2,1,4,3,3,3,3,1,3,5,4,2,1,3,1,0,0,1,High Risk
2.68,0.7,1.0,0.65,0.96,1.0,3,4,2,5,1,2,4,2,3,4,3,3,4,1,3,3,3,2,2,4,1,2,2,1,1,2,3,5,3,4,4,2,3,2,3,3,3,3,4,1,3,3,3,2,4,3,5,5,4,3,3,1,0,0,1,High Risk
2.19,0.87,0.91,0.9,0.95,0.79,2,4,3,2,1,4,3,2,2,1,3,3,2,1,3,2,5,3,5,3,2,1,4,3,3,3,2,1,1,4,3,3,2,3,3,3,3,3,2,1,3,2,5,2,3,3,5,1,5,2,3,1,0,0,1,Low Risk
2.52,0.88,0.72,0.69,1.0,0.96,2,2,4,1,1,2,6,2,3,3,2,3,2,1,1,3,2,2,2,1,4,4,3,2,2,3,1,3,2,1,2,1,1,2,2,1,2,3,2,1,1,3,2,3,3,4,3,4,3,3,2,0,1,0,1,High Risk
3.02,1.0,0.96,0.67,0.83,0.79,3,2,3,1,2,3,2,2,4,1,1,4,4,5,2,2,3,3,2,2,2,3,3,3,5,1,3,1,1,5,1,1,1,3,5,1,1,4,4,5,2,2,3,4,3,2,1,2,3,4,3,1,0,0,1,High Risk
2.34,1.0,0.99,0.7,0.66,1.0,2,2,5,1,2,3,4,3,4,5,3,4,4,5,5,2,3,4,3,4,2,2,3,2,5,1,1,2,2,5,2,5,3,5,1,4,3,4,4,5,5,2,3,4,5,4,1,3,3,4,3,0,1,0,1,Low Risk
2.5,0.89,0.79,0.66,0.84,0.79,1,2,4,2,2,2,3,2,5,4,2,4,4,2,2,1,3,2,4,1,2,4,4,5,1,1,4,4,5,1,5,3,2,4,1,5,2,4,4,2,2,1,3,3,2,5,3,3,2,5,2,1,0,0,1,High Risk
1.87,0.79,0.7,0.91,0.91,1.0,3,4,3,3,1,2,1,3,2,3,4,3,3,3,3,3,4,3,5,2,3,1,2,2,2,2,4,1,3,1,3,2,1,4,1,2,4,3,3,3,3,3,4,4,4,3,3,3,5,2,3,0,1,0,1,Low Risk
2.26,0.67,0.7,0.69,0.82,0.87,3,4,3,2,2,2,2,2,3,4,4,5,3,4,1,4,3,4,2,2,3,2,1,5,5,1,2,1,5,5,3,5,4,4,3,2,4,5,3,4,1,4,3,4,1,4,3,2,2,3,3,1,0,0,1,High Risk
2.5,0.7,0.7,0.89,0.86,1.0,3,2,3,2,2,2,1,3,2,3,1,2,2,1,3,3,2,4,3,1,2,4,5,3,1,5,3,4,2,4,5,3,3,3,3,2,1,2,2,1,3,3,2,3,5,4,5,3,5,2,3,1,0,0,1,High Risk
2.43,0.8,1.0,0.6,1.0,0.7,2,2,3,2,1,4,3,1,3,4,1,4,1,4,1,3,2,2,3,5,2,4,4,2,4,3,4,3,3,2,5,3,2,3,3,4,1,4,1,4,1,3,2,4,1,4,2,2,3,3,3,0,1,0,1,High Risk
2.5,0.7,0.93,1.0,0.89,0.92,2,4,2,5,1,4,2,4,3,2,5,4,2,3,4,2,4,5,5,3,4,5,3,2,1,3,3,4,5,1,4,5,2,4,3,3,5,4,2,3,4,2,4,2,4,1,3,1,4,3,3,0,1,0,1,Low Risk
1.89,0.87,0.6,0.91,0.98,0.79,3,2,2,3,1,5,4,2,2,4,1,3,2,3,3,2,5,2,3,1,4,1,3,1,3,5,3,2,2,3,5,5,2,3,3,2,1,3,2,3,3,2,5,5,2,2,4,4,2,2,3,1,0,0,1,High Risk
2.57,0.68,1.0,0.78,0.93,0.89,2,2,4,1,3,5,2,2,4,4,2,5,5,4,3,1,3,2,3,5,1,4,4,2,4,4,2,4,4,5,1,3,4,1,4,3,2,5,5,4,3,1,3,3,2,1,1,2,1,4,3,0,1,0,1,High Risk
3.04,0.7,0.8,0.89,0.8,0.78,2,3,3,3,4,5,2,2,4,4,4,1,2,4,1,4,4,5,2,1,5,4,5,2,1,5,4,4,5,4,1,3,4,3,4,3,4,1,2,4,1,4,4,2,1,3,1,3,4,4,2,0,1,0,1,Low Risk
3.19,0.79,0.69,0.69,0.95,0.73,2,3,3,3,1,2,4,3,3,5,2,2,2,2,4,4,3,4,4,4,4,4,4,3,2,3,2,5,4,4,3,2,2,2,5,1,2,2,2,2,4,4,3,5,5,3,3,1,3,3,2,1,0,0,1,Low Risk
1.57,0.75,0.77,0.89,0.87,0.7,2,4,2,1,1,2,2,2,2,4,2,3,5,4,3,3,2,4,3,3,3,3,4,2,4,3,4,2,2,3,2,3,4,3,3,3,2,3,5,4,3,3,2,3,2,3,4,4,4,2,3,0,1,0,1,High Risk
3.17,1.0,1.0,0.85,0.7,0.68,3,3,5,1,3,2,2,2,3,3,4,1,4,3,3,4,2,4,5,3,1,3,1,2,3,2,2,3,5,3,1,3,3,4,5,2,4,1,4,3,3,4,2,4,2,3,2,3,3,3,3,0,1,0,1,Low Risk
3.4,0.6,0.8,0.9,0.96,0.92,2,4,3,3,4,2,3,3,5,3,2,3,4,5,2,1,4,3,5,3,2,4,2,3,2,1,5,2,4,1,2,3,1,2,4,4,2,3,4,5,2,1,4,2,4,4,1,4,1,5,2,1,0,0,1,Low Risk
2.27,0.7,0.69,0.55,0.87,0.73,2,3,4,1,1,5,3,2,4,5,5,3,3,2,3,3,2,1,4,1,4,2,2,3,1,3,3,3,4,2,4,4,2,4,2,4,5,3,3,2,3,3,2,2,2,1,2,5,5,4,3,1,0,0,1,Low Risk
1.33,0.8,0.9,0.59,0.82,1.0,2,5,3,2,1,3,3,2,2,1,3,1,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,1,2,3,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,1,1,1,1,2,1,0,0,1,High Risk
2.82,0.69,0.89,1.0,0.86,0.89,3,4,3,2,1,2,2,3,3,2,2,3,2,3,3,3,2,2,1,4,3,2,4,2,4,1,5,2,3,3,3,4,2,3,2,2,2,3,2,3,3,3,2,2,2,4,2,1,2,3,3,0,1,0,1,Low Risk
1.98,0.7,0.9,0.79,0.74,1.0,2,5,5,1,1,1,4,2,2,3,4,2,1,3,4,2,5,3,2,3,3,5,3,4,1,2,2,3,3,4,1,1,2,2,5,3,4,2,1,3,4,2,5,4,3,2,3,2,3,2,3,0,1,0,1,Low Risk
2.26,0.57,0.79,1.0,0.71,0.69,2,2,3,3,1,5,3,3,3,1,3,1,2,3,2,4,4,3,2,4,2,4,1,2,4,4,3,4,3,3,3,5,2,3,2,2,3,1,2,3,2,4,4,2,3,3,2,4,4,3,3,0,1,0,1,High Risk
3.19,0.73,1.0,0.96,1.0,0.99,2,3,3,5,4,4,4,3,1,4,1,3,4,3,3,1,1,2,4,1,3,3,3,2,4,2,3,3,3,5,3,2,1,1,5,1,1,3,4,3,3,1,1,3,1,3,1,3,1,1,3,1,0,0,1,Moderate Risk
2.33,0.89,0.6,0.69,0.87,0.75,2,5,2,1,1,3,6,4,4,2,1,5,5,5,4,1,3,3,2,4,5,2,3,5,3,2,3,4,5,3,1,3,2,2,4,4,1,5,5,5,4,1,3,5,2,4,2,2,3,4,3,0,1,0,1,High Risk
1.63,0.89,0.6,0.78,0.66,0.84,2,4,3,1,1,2,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4,5,4,3,3,3,3,3,3,3,2,1,0,0,1,High Risk
2.93,0.69,0.79,0.59,0.72,0.99,2,5,3,2,4,2,4,3,2,2,4,2,4,1,1,5,3,3,1,2,4,3,3,2,1,3,2,1,5,2,4,5,1,3,2,5,4,2,4,1,1,5,3,4,4,4,5,1,2,2,3,0,1,0,1,High Risk
2.54,0.77,0.76,0.74,0.68,1.0,4,5,2,2,1,1,4,3,3,3,4,4,3,2,2,4,2,3,4,3,4,4,2,3,2,2,2,2,1,3,2,4,3,4,2,2,2,3,3,4,3,3,2,2,2,3,3,4,3,3,3,1,0,1,0,High Risk
3.53,0.82,0.82,0.82,0.91,1.0,2,3,4,4,1,3,2,2,2,3,3,1,3,2,2,3,5,2,5,1,5,1,4,4,4,4,4,5,2,3,5,2,2,4,2,3,2,3,4,4,2,3,1,1,2,2,2,1,2,1,2,0,1,0,1,Moderate Risk
2.98,0.72,0.9,0.79,0.77,1.0,1,5,3,3,3,3,4,3,2,3,4,2,4,1,1,2,3,1,2,5,3,4,3,3,2,1,1,3,1,2,3,3,2,5,2,1,4,2,4,1,1,2,3,4,5,3,4,2,4,2,2,0,1,0,1,Low Risk
2.89,0.89,0.9,0.79,0.85,0.7,2,1,4,1,1,1,2,4,3,2,5,4,5,1,2,4,3,3,4,1,2,3,2,4,4,5,4,5,3,5,5,4,3,1,4,2,5,4,5,1,2,4,3,1,1,4,3,4,1,3,3,0,1,0,1,High Risk
2.27,0.73,0.7,0.88,0.78,1.0,3,3,3,2,1,2,3,3,2,2,4,3,2,1,3,2,4,3,1,1,3,4,3,2,1,3,1,2,2,2,3,5,4,2,1,3,4,3,2,1,3,2,4,5,5,2,3,3,2,2,3,1,0,0,1,Low Risk
3.17,0.7,0.57,0.7,0.79,0.89,2,2,4,1,2,4,2,2,1,5,5,2,1,3,3,4,1,2,3,5,3,4,1,3,4,2,2,3,1,2,1,1,2,3,2,2,5,2,1,3,3,4,1,3,1,5,3,2,4,1,3,0,1,0,1,Low Risk
2.3,0.87,0.93,0.78,0.94,0.9,2,1,2,3,1,2,3,2,3,3,5,3,2,2,2,4,1,2,2,5,4,2,4,4,4,4,2,1,2,1,4,4,2,2,2,4,5,3,2,2,2,4,1,3,3,1,4,2,1,3,2,1,0,0,1,Moderate Risk
2.98,0.79,0.69,0.89,0.91,0.69,2,4,5,1,4,4,4,2,3,4,1,3,2,2,4,4,3,2,5,2,1,2,3,3,3,3,4,2,3,5,1,2,3,2,3,3,1,3,2,2,4,4,3,1,5,1,5,3,4,3,3,0,1,0,1,Low Risk
1.26,1.0,0.6,0.89,0.99,0.69,2,3,3,3,1,3,6,1,3,2,3,2,3,5,3,3,1,1,2,4,4,2,4,3,4,1,5,3,2,5,1,3,3,3,3,1,3,2,3,5,3,3,1,2,1,4,4,3,4,3,3,1,0,0,1,High Risk
3.02,0.49,0.64,0.65,0.65,0.69,1,2,3,1,2,5,2,3,3,3,5,3,4,5,4,5,3,4,3,3,4,3,4,4,4,4,3,3,4,4,3,5,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,3,1,0,1,0,High Risk
2.48,0.85,0.99,0.59,0.87,0.87,3,2,2,3,1,5,6,2,4,1,1,2,2,3,2,4,1,2,1,4,2,3,2,1,4,2,3,3,5,1,2,2,3,2,1,3,1,2,2,3,2,4,1,4,2,1,1,2,3,4,3,0,1,0,1,High Risk
1.24,0.9,0.79,1.0,0.75,1.0,1,2,3,1,1,1,1,3,2,3,3,4,3,3,1,2,4,4,5,2,1,3,5,4,3,4,4,3,4,3,4,2,1,2,3,3,3,4,3,3,1,2,4,1,2,4,2,2,5,2,3,1,0,0,1,Moderate Risk
2.74,0.7,0.79,0.9,1.0,0.69,2,4,3,3,1,4,3,4,2,4,1,2,3,2,2,5,4,1,4,2,1,2,1,3,5,4,2,4,3,3,2,4,4,1,3,5,1,2,3,2,2,5,4,5,2,2,2,4,2,2,3,0,1,0,1,High Risk
2.36,0.84,0.69,0.9,0.61,1.0,2,2,2,4,1,3,6,3,5,2,1,3,3,2,2,3,4,5,2,3,2,1,2,3,2,3,3,3,2,4,3,3,1,3,5,3,1,3,3,2,2,3,4,4,1,1,3,4,1,5,3,0,1,0,1,Moderate Risk
2.76,0.7,0.69,0.7,0.93,0.76,3,4,2,3,2,2,6,3,4,1,1,3,5,4,3,3,4,1,4,2,4,2,2,2,2,2,3,3,5,1,5,4,2,4,2,5,1,3,5,4,3,3,4,2,4,4,2,2,3,4,3,0,1,0,1,Moderate Risk
3.44,0.8,0.9,0.8,0.8,0.79,2,2,3,2,1,3,2,1,2,2,2,3,3,3,1,1,5,3,5,2,5,1,4,3,2,2,4,4,1,2,2,5,4,2,4,2,3,2,2,4,4,5,1,1,2,1,2,1,1,2,3,0,1,0,1,Low Risk
2.75,0.9,0.69,0.66,0.74,0.9,2,3,2,1,2,2,1,4,3,5,3,2,3,5,4,1,2,2,5,4,1,3,1,1,5,3,4,4,5,2,3,4,5,4,4,1,3,2,3,5,4,1,2,3,2,3,2,3,4,3,3,1,0,0,1,Low Risk
3.17,0.89,0.79,0.79,0.69,0.92,3,3,3,1,1,2,6,2,3,4,3,3,2,5,3,1,4,1,3,1,1,3,4,2,2,4,3,5,1,2,5,5,4,2,4,4,3,3,2,5,3,1,4,3,3,4,5,3,4,3,2,1,0,0,1,Low Risk
2.34,0.89,0.88,0.93,0.81,0.79,2,2,3,3,2,5,2,3,5,1,1,1,4,2,5,4,3,1,1,2,3,5,1,5,3,4,1,4,3,3,5,5,2,4,1,2,1,1,4,2,5,4,3,2,3,5,3,2,3,5,3,0,1,0,1,Low Risk
1.69,0.73,0.59,0.68,0.89,0.93,2,2,3,2,2,3,3,2,3,3,4,1,2,3,2,4,1,3,5,1,4,4,3,2,3,5,2,3,3,2,1,1,1,2,5,3,4,1,2,3,2,4,1,3,3,4,5,1,4,3,3,0,1,0,1,Moderate Risk
2.5,0.78,0.93,0.9,0.76,0.93,3,5,3,3,2,2,1,3,4,1,3,2,4,2,2,3,2,2,2,2,1,5,4,2,4,2,3,1,1,4,3,2,3,4,5,2,3,2,4,2,2,3,2,5,5,4,2,4,4,4,3,1,0,0,1,High Risk
1.82,0.68,1.0,0.77,0.99,0.78,1,2,3,2,1,3,6,1,2,3,2,2,3,2,5,3,2,1,3,4,4,1,2,3,3,3,4,5,5,2,3,4,5,4,3,5,2,2,3,2,5,3,2,2,3,2,3,1,3,2,3,0,1,0,1,Low Risk
2.89,0.6,1.0,0.9,1.0,0.69,2,4,3,2,1,1,4,2,3,1,2,3,3,4,3,2,3,2,1,3,3,3,1,1,2,5,3,3,3,2,1,3,3,4,3,2,2,3,3,4,3,2,3,4,2,3,2,5,4,3,3,0,1,0,1,Low Risk
1.07,0.7,0.75,1.0,0.79,0.9,3,2,5,1,1,2,4,3,3,3,2,4,3,4,2,4,3,2,2,5,1,2,1,1,5,1,4,4,3,1,4,2,3,1,5,4,2,4,3,4,2,4,3,3,5,2,3,1,4,3,3,1,0,0,1,High Risk
3.41,0.81,0.65,0.76,0.67,1.0,4,5,3,2,4,4,4,2,3,1,2,2,2,2,1,2,4,2,5,2,5,2,3,4,3,5,5,5,1,2,5,3,3,5,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,0,Moderate Risk
1.6,0.7,0.93,1.0,0.9,0.77,1,2,5,1,1,4,2,3,5,3,5,1,4,3,3,3,2,3,1,4,2,2,4,3,4,1,2,1,2,3,5,3,4,4,1,1,5,1,4,3,3,3,2,3,2,2,4,2,3,5,3,0,1,0,1,High Risk
3.5,0.7,0.89,0.69,0.87,0.98,2,2,2,3,2,1,4,2,2,1,4,5,1,3,2,1,3,5,2,1,2,3,3,3,5,5,3,3,3,4,1,1,1,3,4,1,4,5,1,3,2,1,3,4,2,1,3,5,1,2,3,1,0,0,1,Low Risk
2.17,0.57,0.77,0.73,0.65,0.69,3,2,3,4,1,2,4,4,5,4,3,5,4,3,3,2,3,2,4,2,2,1,3,3,2,3,5,5,3,3,2,4,5,2,5,4,5,3,4,2,3,2,1,2,2,3,3,2,2,3,2,1,0,0,1,High Risk
3.23,0.9,0.5,0.69,0.89,0.78,3,4,3,5,1,3,4,2,4,4,3,2,2,4,1,2,3,2,2,1,3,3,3,4,1,2,3,3,4,4,3,5,2,3,1,4,3,2,2,4,1,2,3,3,2,3,3,2,4,4,2,0,1,0,1,Low Risk
2.81,0.79,0.9,0.9,0.84,1.0,2,5,2,3,4,1,6,4,2,3,5,4,3,3,3,5,2,4,5,1,5,4,5,3,3,4,2,2,5,3,3,2,1,1,2,1,5,4,3,3,3,5,2,3,4,4,3,3,2,2,2,1,0,0,1,High Risk
2.09,0.7,0.79,0.69,0.94,0.89,2,5,2,5,1,2,4,3,4,3,1,5,3,3,4,3,4,2,1,3,1,2,2,4,3,1,4,2,3,1,1,3,2,3,2,5,1,5,3,3,4,3,4,4,5,5,5,3,3,4,3,1,0,0,1,Low Risk
3.17,0.89,0.6,0.89,0.95,1.0,2,4,2,3,2,4,6,2,1,1,2,2,2,3,1,3,4,3,5,4,5,2,4,5,1,3,3,2,1,2,5,4,1,5,1,3,2,2,2,3,1,3,4,3,2,4,3,4,2,1,3,0,1,0,1,Low Risk
2.74,0.64,0.64,0.8,0.65,1.0,4,5,3,5,1,4,2,2,2,2,1,2,2,2,5,2,5,2,4,3,2,3,2,2,2,5,2,1,2,2,5,5,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,0,1,0,High Risk
3.41,0.8,0.84,0.99,1.0,0.79,3,5,3,2,2,2,3,1,2,3,2,4,2,2,3,2,2,3,2,2,3,2,5,5,4,4,5,5,5,5,5,3,2,5,4,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,3,0,1,1,0,High Risk
2.93,1.0,1.0,0.99,0.94,0.69,2,2,2,3,2,2,4,2,2,4,5,2,3,3,3,2,1,1,4,3,4,3,4,1,1,1,2,3,3,2,5,5,2,3,2,1,5,2,3,3,3,2,1,5,5,5,3,1,3,2,2,0,1,0,1,Low Risk
2.81,0.84,0.79,0.7,0.89,0.89,2,3,3,2,3,3,1,3,3,2,3,3,1,3,4,3,4,4,2,2,3,1,3,4,3,3,4,4,3,3,3,4,2,3,4,5,3,3,1,3,4,3,4,3,5,2,2,2,2,3,3,0,1,0,1,High Risk
2.75,0.89,0.47,0.69,0.62,1.0,3,3,3,2,1,2,4,3,5,5,5,2,2,4,5,5,2,1,3,2,1,3,5,4,5,2,5,2,1,3,4,4,3,3,4,5,5,2,2,4,5,5,2,4,5,4,3,3,3,5,2,0,1,0,1,High Risk
3.14,0.9,0.9,0.63,0.69,0.7,1,3,5,1,2,4,3,3,3,1,2,2,1,3,4,5,3,3,5,2,2,1,2,1,2,4,2,2,3,4,4,2,2,2,5,5,2,2,1,3,4,5,3,1,1,3,2,4,1,3,3,1,0,0,1,Low Risk
2.81,0.88,0.69,0.9,0.8,0.66,2,2,2,3,2,4,2,3,3,1,5,4,3,2,2,2,2,4,3,3,2,1,3,2,3,3,3,1,4,3,3,1,2,3,3,3,5,4,3,2,2,2,2,3,3,4,3,2,5,3,3,1,0,0,1,Low Risk
3.26,0.93,0.8,0.69,0.99,0.89,2,2,2,5,1,5,3,3,1,1,1,4,5,4,4,3,2,1,2,3,5,3,2,3,5,2,3,5,4,1,4,5,5,5,2,3,1,4,5,4,4,3,2,1,1,2,2,5,3,1,3,0,1,0,1,Low Risk
3.0,0.93,0.87,0.99,0.9,0.7,2,5,3,2,2,2,4,1,1,1,2,3,3,2,4,2,1,5,4,2,4,3,2,2,2,3,4,2,3,3,5,1,3,3,5,3,2,3,3,2,4,2,1,3,1,2,4,2,4,1,3,1,0,0,1,Moderate Risk
3.26,0.86,0.83,0.83,0.83,0.93,2,3,2,1,1,4,2,1,2,3,2,1,2,2,2,2,5,2,5,1,5,2,5,2,2,4,5,5,2,5,5,3,2,4,2,4,4,4,4,4,2,4,1,1,2,2,2,2,2,1,2,1,0,0,1,Low Risk
2.55,0.68,0.72,0.72,0.83,0.96,3,2,3,4,1,2,4,3,3,5,3,1,3,3,3,3,5,3,4,2,5,2,4,3,4,4,5,4,3,4,4,4,3,4,4,5,4,4,4,4,2,3,2,1,2,2,2,2,2,2,2,1,0,0,1,High Risk
3.22,0.91,1.0,1.0,0.86,0.69,2,1,3,3,3,3,2,3,1,4,5,2,1,1,3,5,3,1,4,3,2,4,2,3,3,1,2,2,2,4,1,1,1,3,3,1,5,2,1,1,3,5,3,4,3,4,4,3,2,1,3,0,1,0,1,Low Risk
2.9,0.6,1.0,0.9,0.85,0.69,3,2,3,3,1,3,4,2,2,1,2,1,1,3,4,2,4,2,4,3,1,4,5,3,4,2,4,4,1,2,3,1,3,4,5,2,2,1,1,3,4,2,4,2,4,2,3,2,1,2,2,1,0,0,1,High Risk
2.69,0.79,0.64,1.0,0.77,0.79,3,2,4,1,1,2,2,1,3,2,1,2,4,1,2,2,1,2,3,3,3,1,5,3,1,2,5,4,3,4,3,2,3,5,4,3,1,2,4,1,2,2,1,3,2,2,4,5,3,3,2,1,0,0,1,Low Risk
3.91,0.84,1.0,0.75,1.0,0.89,2,5,4,1,2,5,4,3,4,1,2,5,2,3,3,1,4,3,5,4,2,5,3,2,2,2,3,4,2,1,2,2,5,1,2,3,2,5,2,3,3,1,4,4,3,1,3,5,2,4,3,1,0,0,1,Low Risk
3.4,0.79,0.69,0.72,0.87,0.79,1,4,3,3,2,1,4,2,5,1,2,3,4,2,3,3,2,3,3,1,4,5,2,4,2,5,4,3,1,3,4,4,3,4,5,1,2,3,4,2,3,3,2,3,4,2,4,2,4,5,3,0,1,0,1,Moderate Risk
1.52,1.0,0.67,0.79,0.78,0.93,2,3,4,1,2,1,2,4,2,3,4,1,2,3,5,1,2,2,2,5,4,3,1,5,2,3,4,1,1,5,2,1,1,2,3,1,4,1,2,3,5,1,2,3,1,4,3,5,2,2,2,0,1,0,1,High Risk
2.5,0.34,0.75,0.75,0.79,0.69,2,1,3,3,4,3,1,1,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,3,5,4,4,5,5,5,3,5,4,5,4,5,4,5,5,3,5,5,2,1,0,0,1,High Risk
3.37,0.92,0.78,0.7,0.9,0.89,1,4,2,5,2,2,4,3,4,3,3,4,2,2,3,1,3,2,3,1,4,3,1,4,1,3,2,3,1,2,5,3,4,2,1,4,3,4,2,2,3,1,3,3,4,4,4,1,2,4,3,0,1,0,1,Low Risk
3.57,0.69,0.79,0.93,1.0,0.79,2,4,3,3,1,4,2,3,3,3,2,3,5,3,3,4,4,5,3,2,3,4,4,2,4,3,1,1,1,3,3,1,1,2,5,3,2,3,5,3,3,4,4,4,5,4,1,2,3,3,3,0,1,0,1,Low Risk
2.11,0.7,1.0,0.7,0.85,0.87,3,2,3,2,4,5,6,4,1,3,1,3,3,1,2,2,4,2,3,3,3,4,5,2,4,2,1,5,3,4,2,1,3,4,5,3,1,3,3,1,2,2,4,2,2,3,2,4,1,1,3,1,0,0,1,High Risk
3.19,0.59,0.79,0.7,0.89,0.91,2,3,2,3,3,3,4,3,4,3,4,2,4,4,1,1,2,3,1,3,2,4,4,2,3,4,3,4,3,3,5,5,4,1,1,2,4,2,4,4,1,1,2,2,5,5,3,3,3,4,2,0,1,0,1,Low Risk
1.52,0.79,0.79,0.92,0.96,0.6,2,3,3,5,1,4,4,4,2,2,5,3,3,4,2,2,5,1,2,5,3,3,3,3,4,3,3,3,2,3,1,2,3,3,5,4,5,3,3,4,2,2,5,1,1,2,1,3,2,2,3,0,1,0,1,Moderate Risk
