GPA_S1,Persists when difficult,Takes rest breaks,CA_AVG,Manages time effectively,ATT_RATE,Confident in clinical skills,Anxious about assessments,EXAM_AVG,Reviews notes within 24h,CLIN_AVG,Participates in clubs,Sense of belonging,Confident to complete prog,LAB_AVG,Lecturers approachable,Concentration in self-study,Schedule conflicts,Hopeless/unmotivated,Balanced diet,Sleep difficulty,Adequate advisory support,Sleep_hrs,Programme prepares for career,Considered break,Adequate supervision,Sleep affects concentration,Rotations affect performance,Regular exercise,Uses library regularly,Burnt out,Emotionally supported,Early intervention provided,Participates in class,Self_risk_percep,Understands content pre-exam,ASSIGN_LATE,Financial_diff,Sets academic goals,Self-motivates,Year_study,Completes readings,Concerns taken seriously,Employment_hrs,Programme_ENT,Can improve performance,Seeks help when stuck,Prepared for clinical assess,Study_hrs_day,RISK_BINARY
3.02,4,3,0.49,4,0.69,3,4,0.64,3,0.65,4,3,4,0.65,4,4,4,4,3,4,3,2,4,3,3,3,3,5,3,4,4,3,5,3,3,1,1,4,4,3,4,4,2,1,4,5,4,5,1
2.48,1,1,0.85,2,0.87,3,2,0.99,4,0.59,1,3,4,0.87,1,2,2,2,3,1,2,6,1,3,4,2,1,2,2,4,5,3,4,2,1,3,3,1,3,3,2,2,1,0,2,1,2,5,1
1.24,2,3,0.9,2,1.0,3,5,0.79,2,1.0,3,3,1,0.75,3,1,1,4,1,4,4,1,4,3,2,4,5,2,4,3,4,3,2,3,3,1,1,4,5,3,3,3,1,0,2,3,4,1,1
2.74,2,3,0.7,4,0.69,2,1,0.79,2,0.9,1,5,5,1.0,3,2,1,4,4,3,2,3,4,4,2,2,4,4,2,5,3,2,5,4,4,2,3,2,2,3,3,3,1,0,2,1,1,4,1
2.36,3,5,0.84,4,1.0,1,2,0.69,5,0.9,1,3,4,0.61,4,2,2,3,1,3,3,6,4,3,3,3,2,3,3,2,2,2,3,3,2,2,4,1,1,3,3,3,1,0,1,1,5,3,1
2.76,2,2,0.7,2,0.76,2,2,0.69,4,0.7,1,5,2,0.93,1,3,4,2,2,2,3,6,4,3,2,5,4,4,3,2,5,4,3,3,1,3,3,4,3,3,5,5,2,0,4,1,1,2,1
3.44,2,4,0.8,1,0.79,1,4,0.9,2,0.8,3,2,1,0.8,2,1,5,2,4,3,2,2,1,4,2,2,5,5,3,2,1,4,1,1,2,2,2,1,1,3,3,2,1,0,2,2,3,3,0
2.75,2,4,0.9,3,0.9,3,1,0.69,3,0.66,3,1,3,0.74,2,4,1,3,5,1,2,1,2,4,4,3,5,4,2,5,5,5,1,4,5,2,1,3,4,3,3,3,2,0,2,3,2,2,0
3.17,5,4,0.89,3,0.92,3,4,0.79,3,0.79,3,4,3,0.69,2,3,1,4,4,2,3,6,4,5,1,5,3,5,3,2,1,5,1,2,4,3,1,4,4,2,2,2,1,0,3,3,1,2,0
2.34,3,1,0.89,2,0.79,5,1,0.88,5,0.93,1,2,2,0.81,3,5,3,4,2,5,1,2,3,4,2,5,1,5,1,3,3,2,4,3,1,2,3,5,3,3,4,4,2,0,3,1,1,5,0
1.69,5,5,0.73,1,0.93,4,3,0.59,3,0.68,4,3,3,0.89,2,2,4,5,1,2,1,3,1,3,1,1,5,1,1,3,3,3,4,2,3,2,2,4,4,3,2,2,2,0,3,4,3,3,1
2.5,2,5,0.78,4,0.93,5,4,0.93,4,0.9,3,2,5,0.76,4,2,1,2,3,2,2,1,2,1,2,3,2,2,2,4,1,2,3,3,1,3,3,4,4,3,4,4,2,0,5,3,2,2,1
1.82,3,3,0.68,1,0.78,1,2,1.0,2,0.77,2,5,2,0.99,2,5,4,3,5,3,2,6,2,5,4,3,3,4,2,3,5,2,3,1,3,1,2,2,3,3,3,3,1,0,3,2,1,3,0
2.89,2,3,0.6,5,0.69,3,1,1.0,3,0.9,2,2,4,1.0,2,3,3,5,3,1,3,4,3,3,3,1,1,3,3,2,3,4,2,2,1,2,2,3,4,3,3,3,1,0,2,2,2,1,0
1.07,3,5,0.7,1,0.9,2,1,0.75,3,1.0,2,4,3,0.79,1,2,1,1,3,1,4,4,3,4,5,4,2,2,4,5,3,4,4,3,3,3,1,2,4,3,3,3,1,0,5,2,2,2,1
3.41,1,1,0.81,1,1.0,2,3,0.65,3,0.76,2,1,1,0.67,2,1,5,5,3,4,2,4,1,5,2,5,5,3,2,3,1,2,2,2,1,4,2,1,1,3,2,2,4,1,1,2,2,4,1
1.6,4,1,0.7,2,0.77,2,4,0.93,5,1.0,5,1,3,0.9,3,3,2,1,4,3,1,2,2,1,4,5,1,3,1,4,2,3,3,3,3,1,1,2,3,3,4,4,1,0,2,5,3,4,1
3.5,3,4,0.7,5,0.98,3,3,0.89,2,0.69,4,1,4,0.87,4,2,2,5,1,3,5,4,3,3,1,1,2,1,5,5,3,3,1,2,1,2,3,1,1,3,1,1,2,0,2,4,5,1,0
2.17,3,5,0.57,2,0.69,1,3,0.77,5,0.73,5,4,2,0.65,3,3,2,3,5,3,3,4,1,5,2,2,4,4,5,2,3,2,2,4,4,3,4,3,2,2,4,4,1,0,2,3,2,2,1
3.23,3,1,0.9,2,0.78,3,3,0.5,4,0.69,3,4,3,0.89,4,1,3,2,2,4,2,4,3,3,1,3,2,5,2,1,4,4,2,2,4,3,5,3,4,2,2,2,1,0,2,3,2,3,0
2.81,3,2,0.79,3,1.0,4,5,0.9,2,0.9,5,1,3,0.84,3,3,5,4,1,3,4,6,2,2,1,3,5,2,4,3,5,3,5,4,3,2,3,4,2,2,3,3,4,0,4,5,4,1,1
2.09,5,2,0.7,3,0.89,2,2,0.79,4,0.69,1,5,4,0.94,1,4,1,1,2,4,5,4,4,2,3,1,1,3,5,3,3,3,3,3,3,2,5,5,3,3,3,3,1,0,5,1,2,2,0
3.17,3,1,0.89,4,1.0,2,4,0.6,1,0.89,2,3,3,0.95,2,1,5,3,1,5,2,6,4,2,4,5,5,4,2,1,1,3,3,2,1,2,3,4,2,3,2,2,2,0,2,2,3,4,0
2.74,1,2,0.64,1,1.0,3,2,0.64,2,0.8,2,2,1,0.65,2,5,2,5,3,2,2,2,1,1,3,5,4,5,2,2,2,2,2,2,2,4,5,1,1,3,2,2,1,1,1,1,2,4,1
3.41,2,4,0.8,3,0.79,2,5,0.84,2,0.99,2,2,2,1.0,5,3,3,4,2,5,3,3,3,5,2,5,2,3,4,4,5,3,2,1,3,3,2,3,3,3,2,3,2,1,3,2,3,2,1
2.93,3,2,1.0,1,0.69,3,4,1.0,2,0.99,5,1,5,0.94,2,3,4,1,2,1,2,4,1,3,3,5,4,5,2,1,3,3,2,2,4,2,3,5,3,2,3,3,2,0,5,5,1,2,0
2.81,2,4,0.84,2,0.89,1,3,0.79,3,0.7,3,5,3,0.89,3,4,3,3,2,4,3,1,4,4,2,3,2,4,3,3,3,3,3,3,2,2,2,2,2,3,1,1,3,0,5,3,4,3,1
2.75,3,4,0.89,3,1.0,3,5,0.47,5,0.69,5,5,4,0.62,3,5,1,2,3,4,2,4,2,2,2,4,3,4,2,5,1,4,5,3,5,3,2,4,3,2,2,2,1,0,5,5,1,2,1
3.14,2,5,0.9,4,0.7,1,2,0.9,3,0.63,2,5,1,0.69,4,4,2,4,2,1,2,3,3,2,2,4,5,2,2,2,3,3,5,3,1,1,1,3,1,3,1,1,2,0,1,2,3,4,0
2.81,3,3,0.88,2,0.66,1,3,0.69,3,0.9,5,3,3,0.8,3,2,2,3,2,2,4,2,2,1,3,3,3,1,4,3,4,2,2,3,1,2,3,4,5,3,3,3,2,0,3,5,4,4,0
3.26,2,2,0.93,5,0.89,3,2,0.8,1,0.69,1,3,1,0.99,1,4,5,2,5,3,4,3,2,5,3,4,2,5,4,5,4,4,3,3,1,2,5,2,3,3,5,5,1,0,1,1,1,5,0
3.0,4,5,0.93,2,0.7,3,2,0.87,1,0.99,2,3,3,0.9,3,4,4,3,3,2,3,4,1,2,2,5,4,1,3,2,3,2,2,1,1,2,2,2,4,3,3,3,2,0,1,2,5,2,1
3.26,2,2,0.86,2,0.93,2,5,0.83,2,0.83,4,4,1,0.83,5,2,5,4,2,2,4,2,1,5,1,5,5,3,1,2,2,4,2,1,3,2,1,2,2,2,2,4,1,0,2,2,2,4,0
2.55,2,4,0.68,2,0.96,2,4,0.72,3,0.72,4,5,1,0.83,4,3,5,4,3,3,4,4,2,4,2,4,4,4,1,4,3,4,3,3,5,3,4,2,2,2,3,4,1,0,2,3,3,2,1
3.22,4,3,0.91,3,0.69,4,2,1.0,1,1.0,5,1,4,0.86,4,3,2,1,1,3,2,2,3,2,3,1,4,1,2,3,2,1,5,3,4,2,3,4,2,3,1,1,3,0,3,5,1,3,0
2.9,3,5,0.6,2,0.69,4,5,1.0,2,0.9,2,2,2,0.85,2,4,1,2,3,3,1,4,4,4,3,3,4,1,1,4,1,3,2,2,1,3,3,2,1,2,1,1,1,0,4,2,2,3,1
2.69,4,4,0.79,5,0.79,1,5,0.64,3,1.0,1,3,3,0.77,4,2,3,2,3,3,2,2,1,4,3,3,3,2,2,1,3,1,2,1,2,3,1,2,3,2,4,4,1,0,2,1,2,2,0
3.91,3,2,0.84,5,0.89,5,3,1.0,4,0.75,2,3,4,1.0,1,3,2,2,5,2,5,4,4,4,4,2,5,2,5,2,2,3,1,3,1,2,1,1,2,3,2,2,2,0,3,2,3,5,0
3.4,4,5,0.79,2,0.79,5,2,0.69,5,0.72,2,1,3,0.87,3,3,4,5,3,4,3,4,2,3,1,4,3,4,3,2,1,2,3,2,1,1,3,2,4,3,4,4,2,0,4,2,3,1,1
1.52,3,3,1.0,5,0.93,3,1,0.67,2,0.79,4,1,3,0.78,5,5,4,3,1,5,1,2,2,1,5,2,2,1,1,2,1,3,1,4,3,2,1,4,2,2,2,2,2,0,1,4,2,1,1
2.5,5,4,0.34,3,0.69,5,5,0.75,5,0.75,5,5,5,0.79,5,5,5,4,5,5,5,1,4,5,4,5,4,3,4,5,5,5,5,1,5,2,3,5,5,2,5,3,4,0,4,4,5,3,1
3.37,4,1,0.92,1,0.89,3,1,0.78,4,0.7,3,4,3,0.9,2,3,4,3,4,4,4,4,3,3,1,5,3,3,4,1,1,2,1,3,3,1,5,4,2,3,2,2,2,0,4,3,2,2,0
3.57,1,5,0.69,2,0.79,4,4,0.79,3,0.93,2,3,4,1.0,3,3,3,3,1,2,3,2,4,1,2,3,3,1,3,4,1,3,4,3,3,2,3,4,3,3,5,5,1,0,5,2,5,4,0
2.11,2,5,0.7,4,0.87,4,5,1.0,1,0.7,1,3,2,0.85,4,2,3,2,3,2,3,6,4,5,3,2,3,1,3,4,3,1,2,4,3,3,2,3,1,3,3,3,4,0,2,1,2,5,1
3.19,3,1,0.59,3,0.91,4,4,0.79,4,0.7,4,2,2,0.89,3,1,2,4,4,2,2,4,2,4,3,5,1,5,2,3,3,4,1,3,3,2,3,5,3,2,4,4,3,0,5,4,3,3,0
1.52,1,5,0.79,3,0.6,3,3,0.79,2,0.92,5,4,1,0.96,3,2,3,3,3,3,3,4,5,3,5,1,2,2,3,4,2,4,2,4,2,2,5,2,2,3,3,3,1,0,1,5,1,4,1
2.4,3,5,0.89,5,0.79,3,1,0.78,1,1.0,1,1,1,0.86,1,1,4,2,3,3,1,4,1,2,4,5,1,4,5,3,1,1,4,2,1,3,5,1,5,2,3,1,4,0,1,3,1,3,0
3.07,2,1,0.64,1,0.57,2,3,0.78,2,0.55,2,2,3,1.0,2,2,1,2,2,3,2,2,1,1,1,4,2,2,1,3,1,1,2,3,2,3,3,2,1,2,2,1,3,0,3,1,2,2,0
1.88,1,2,0.87,4,0.9,1,3,0.79,3,0.7,4,3,3,0.98,4,2,5,5,3,3,2,2,3,3,2,1,1,3,2,3,4,3,4,4,2,2,5,1,2,2,3,3,3,0,2,4,2,1,0
2.85,2,5,0.9,2,1.0,2,3,0.69,4,1.0,2,3,2,0.85,2,2,4,2,2,3,3,4,3,3,3,3,3,3,3,4,4,1,1,2,2,3,2,4,3,3,4,4,1,0,3,2,1,4,1
2.93,3,3,1.0,5,0.69,5,5,0.99,3,0.7,3,4,4,0.94,3,5,1,1,2,2,4,2,2,3,3,2,4,2,4,2,3,1,4,3,3,3,1,5,3,2,3,3,1,0,1,3,1,1,0
1.64,1,2,0.76,2,1.0,2,5,0.57,2,0.79,1,1,1,0.9,1,3,2,4,2,1,3,3,1,5,1,4,4,4,2,4,1,3,3,2,1,1,1,1,2,2,1,2,1,0,1,2,2,4,1
2.81,5,1,0.91,4,0.6,4,5,0.91,3,0.9,4,2,1,0.97,3,3,4,3,4,4,1,2,2,3,4,4,2,1,1,5,2,5,2,2,4,1,1,4,2,3,1,1,2,0,1,4,2,3,0
3.02,1,3,0.69,5,0.89,4,1,0.66,4,0.84,4,5,1,0.92,4,3,4,4,2,3,2,4,3,5,1,3,2,3,2,3,3,3,5,2,3,2,1,2,3,3,3,3,1,0,1,4,4,4,1
3.54,2,1,0.9,1,0.7,4,3,0.79,3,0.79,3,5,4,0.84,3,3,5,5,3,3,2,2,2,5,4,2,2,3,2,3,1,1,2,2,2,2,4,5,3,3,2,2,3,0,2,3,5,2,0
2.32,3,5,0.79,2,0.69,1,3,0.9,3,0.7,2,5,5,0.97,2,2,4,5,1,3,5,2,3,2,5,2,3,2,5,2,5,2,4,4,2,2,1,4,4,3,2,2,3,0,5,2,2,3,0
2.94,3,4,0.78,2,0.7,4,3,0.89,5,0.7,3,1,4,0.95,5,4,3,1,4,3,2,1,2,3,1,1,2,1,2,5,3,4,5,2,2,2,2,3,4,3,5,5,1,0,3,3,2,2,1
2.65,3,3,0.7,2,0.69,2,2,0.89,3,1.0,4,2,3,0.96,2,3,1,3,3,3,5,2,4,3,5,2,4,3,5,1,2,4,3,3,3,2,1,2,3,2,2,2,2,0,4,4,2,4,0
3.11,4,5,0.7,2,0.8,5,3,0.87,3,0.9,2,2,1,0.9,2,2,2,2,1,2,4,6,3,4,1,4,3,3,4,3,4,1,4,3,1,2,1,5,3,3,5,5,2,0,4,2,3,2,1
2.76,2,3,0.68,2,0.69,4,5,0.84,4,0.96,2,2,2,0.84,2,2,2,3,2,3,2,2,1,4,2,2,1,3,2,3,2,3,1,3,4,2,1,4,4,3,3,3,2,0,4,2,1,5,1
1.48,2,4,0.95,1,0.89,1,3,0.89,1,0.77,4,1,1,1.0,1,1,3,5,4,2,2,2,1,5,1,4,4,3,1,2,1,3,1,2,1,1,2,1,2,2,1,3,1,0,1,1,2,4,1
2.5,4,4,0.89,5,0.6,3,1,0.7,4,1.0,2,2,1,0.94,4,3,3,2,3,3,3,4,4,5,3,2,3,1,3,1,3,3,3,3,2,2,1,2,3,3,4,4,2,0,3,2,2,3,0
2.0,1,2,0.7,1,0.9,3,5,0.79,2,0.6,2,3,2,1.0,2,5,4,3,4,3,1,2,1,2,5,1,1,1,1,2,4,2,3,1,4,2,3,2,5,3,3,3,2,0,3,2,2,2,1
2.5,2,3,0.79,2,0.69,2,4,0.78,4,0.7,3,5,3,0.86,1,2,3,5,3,2,3,2,3,2,4,3,2,4,3,3,3,3,3,2,2,3,3,4,3,3,3,3,3,0,1,3,4,3,1
2.46,2,1,0.79,5,0.84,1,2,0.6,1,0.92,3,5,3,1.0,1,3,1,1,3,4,3,4,1,4,3,4,3,2,3,3,4,3,4,2,1,3,2,1,4,3,1,1,1,0,4,3,2,3,1
3.28,2,2,0.9,2,0.96,3,3,0.73,2,0.72,2,2,2,1.0,2,2,3,4,2,3,2,2,2,3,3,4,3,2,2,3,2,2,2,2,2,2,1,2,2,3,2,2,1,0,2,2,3,3,0
3.38,2,4,0.69,2,0.69,5,5,0.53,2,0.77,2,2,2,0.66,2,3,2,1,2,5,3,2,2,5,4,4,3,4,3,5,4,5,3,3,3,2,3,1,1,2,1,1,2,0,1,2,2,4,0
2.76,4,2,1.0,4,0.79,1,2,0.69,2,1.0,1,2,2,0.78,1,3,2,3,3,3,2,4,3,3,2,4,1,4,2,3,1,2,3,3,3,3,5,5,3,3,5,5,2,0,1,1,2,2,0
1.95,3,2,1.0,4,0.89,3,5,0.78,2,0.7,1,5,3,1.0,3,4,2,3,4,5,1,2,4,3,4,3,2,3,1,1,3,4,3,3,5,2,2,2,5,3,3,3,1,0,4,1,4,2,0
1.74,1,5,1.0,1,0.91,1,4,0.93,1,0.79,1,1,1,0.85,5,1,1,5,1,5,1,3,2,5,1,5,1,2,1,5,1,1,1,2,1,3,1,1,1,2,1,2,2,0,1,1,1,5,1
3.24,4,3,0.79,2,1.0,3,1,0.79,3,0.6,4,3,2,0.93,2,2,4,4,4,1,2,2,3,3,5,4,3,5,2,4,3,2,3,2,5,2,3,2,2,3,3,3,1,0,1,4,2,2,1
1.83,1,2,1.0,4,0.59,2,3,0.89,1,0.92,4,5,2,1.0,4,2,5,4,2,2,3,3,2,5,3,5,3,1,3,1,1,2,4,3,2,3,3,2,1,3,2,2,4,0,3,4,1,2,1
2.91,5,3,0.78,5,0.9,2,2,0.79,4,0.72,3,3,3,0.94,2,2,3,3,2,1,2,2,5,4,1,2,3,4,2,3,2,2,3,1,2,2,2,3,4,3,5,5,2,0,3,3,4,2,0
1.94,5,5,0.89,3,0.79,5,2,0.78,2,1.0,2,5,3,0.91,2,4,2,3,3,3,3,6,4,1,5,1,3,2,3,5,3,4,2,2,5,1,1,3,4,3,4,4,2,0,1,2,5,4,1
2.81,5,5,0.89,5,0.89,5,5,0.73,5,0.71,4,5,5,0.56,5,5,5,5,5,5,5,1,5,5,4,5,5,4,4,4,5,5,4,1,5,2,3,5,5,2,5,5,2,0,5,3,5,5,1
3.74,3,5,0.79,2,0.89,2,4,0.91,5,0.78,2,2,2,0.77,3,2,4,3,4,3,3,6,3,2,4,2,4,4,3,4,2,2,4,4,4,2,5,3,1,3,2,2,1,0,3,2,2,3,0
3.26,4,2,0.69,4,0.89,3,5,0.89,5,0.69,5,4,1,0.92,2,3,4,3,1,3,1,3,1,2,3,2,4,3,1,2,3,4,3,1,1,3,5,4,4,3,4,4,1,0,4,5,5,5,1
3.02,3,3,0.77,1,0.9,4,5,1.0,3,0.69,4,1,3,0.83,1,2,2,3,3,5,3,4,2,3,4,4,3,2,3,1,2,3,1,1,3,2,1,2,2,3,5,5,1,0,2,4,2,1,1
2.44,3,2,0.9,1,0.92,2,2,0.7,3,0.69,4,3,2,0.92,3,2,1,2,1,4,1,4,4,1,2,4,2,2,1,2,4,4,3,4,2,3,5,4,4,3,1,1,3,0,3,4,4,2,1
3.17,2,4,0.89,3,0.79,3,4,0.64,5,0.79,3,4,2,1.0,3,4,5,2,4,2,5,2,3,3,1,1,4,4,5,4,3,4,2,2,4,3,2,3,1,2,3,3,2,0,3,3,4,2,0
0.93,2,3,0.9,3,0.87,2,3,0.96,4,0.7,2,1,2,0.91,3,2,3,4,2,2,3,1,1,2,2,1,1,2,4,3,3,3,5,3,3,2,2,1,4,2,2,2,3,0,3,4,3,4,1
3.08,2,2,0.6,5,0.78,2,4,0.8,1,0.9,4,1,2,0.98,5,1,4,3,1,4,4,4,3,2,3,4,1,4,4,4,5,1,1,2,2,3,2,4,1,2,5,5,3,0,1,4,5,3,0
2.89,1,1,1.0,4,0.73,4,5,0.77,2,0.79,2,3,1,0.78,3,2,3,4,1,2,1,4,4,3,1,5,2,4,1,1,5,3,1,3,5,2,1,1,3,3,2,2,4,0,2,2,5,4,1
3.14,3,1,0.78,4,0.59,2,5,0.79,4,0.89,2,2,1,0.74,3,2,2,2,2,5,2,6,4,2,3,3,4,2,2,4,5,5,1,2,5,2,5,4,3,3,3,3,1,0,3,2,2,1,1
1.12,3,3,0.6,3,0.78,3,2,0.7,1,1.0,5,4,4,0.93,4,3,5,3,4,3,2,2,4,4,2,3,4,3,2,2,4,2,4,2,3,3,1,3,2,2,4,4,1,0,2,5,1,3,1
2.56,2,3,0.8,1,0.55,3,4,0.69,3,0.89,1,2,3,0.9,3,4,3,3,3,2,5,2,5,3,5,1,4,4,5,1,4,4,1,1,4,3,1,2,5,3,3,3,1,0,3,1,4,3,1
2.11,1,4,0.8,1,0.69,2,4,0.7,2,0.93,2,2,1,0.95,3,2,3,5,2,4,2,3,1,4,2,4,3,3,1,4,4,2,3,2,2,3,3,2,2,3,2,2,3,0,1,1,2,3,1
3.24,3,3,0.7,4,0.87,2,1,0.64,5,1.0,1,3,5,0.88,4,4,1,1,3,4,3,6,2,4,1,3,3,3,3,3,4,4,1,2,5,3,3,5,2,2,5,5,1,0,5,1,2,2,0
2.43,3,3,0.9,3,1.0,2,1,0.55,2,0.95,4,5,3,0.78,4,4,3,3,3,1,4,4,3,3,2,5,4,2,4,2,5,3,3,2,3,1,3,2,4,3,2,2,1,0,3,4,4,4,1
2.89,4,1,0.69,1,0.84,2,5,0.79,2,0.7,3,4,3,0.8,2,3,1,2,2,2,1,2,2,2,4,4,4,4,1,4,3,2,1,2,3,1,2,4,1,3,3,3,1,0,2,3,1,5,0
2.75,2,3,1.0,3,1.0,2,1,0.7,2,0.89,2,4,1,1.0,1,2,3,3,3,2,3,4,5,3,2,2,1,1,3,5,2,2,3,3,2,2,1,1,3,2,3,3,1,0,1,2,2,3,1
3.17,2,2,0.6,5,0.7,4,1,0.6,5,0.69,2,4,3,0.9,4,2,4,2,1,2,2,4,4,3,1,5,3,1,2,3,3,4,4,3,5,2,5,1,3,3,2,2,1,0,1,2,2,3,0
1.91,4,2,0.93,1,0.77,1,1,0.69,3,0.99,2,2,4,1.0,2,3,2,2,3,2,3,6,3,1,5,2,5,2,3,2,4,2,3,2,1,2,5,1,4,3,4,4,3,0,3,2,3,4,1
3.05,2,3,0.83,2,0.89,3,4,0.89,3,0.87,4,3,2,0.86,4,2,3,4,5,2,2,2,2,4,3,2,2,3,4,3,2,2,3,3,2,3,3,2,2,2,2,2,1,0,1,4,3,3,0
3.04,2,2,1.0,4,0.92,3,2,0.6,4,0.89,1,5,2,0.64,1,2,1,3,4,3,4,1,3,3,5,1,4,2,4,5,1,4,4,3,2,2,4,4,3,3,2,2,1,0,3,1,3,1,0
2.89,2,3,0.79,3,1.0,2,1,0.78,4,0.66,2,3,4,0.96,2,3,3,2,4,5,2,1,3,2,1,3,3,2,2,3,4,4,1,3,1,2,2,1,3,3,2,2,1,0,2,2,3,4,0
2.54,2,4,0.92,4,0.93,4,5,0.6,3,0.67,5,5,4,0.87,3,2,4,2,1,3,3,3,2,4,1,3,3,1,3,1,4,5,1,4,1,2,1,1,4,3,3,3,3,0,1,5,4,1,1
3.17,3,2,0.92,2,0.69,4,3,0.69,1,0.7,2,5,3,0.81,3,2,2,3,3,5,4,4,1,1,5,4,4,3,4,4,2,1,2,2,2,2,1,5,3,3,1,1,1,0,2,2,4,4,0
3.74,3,5,0.78,3,0.79,2,5,0.8,3,0.7,4,3,3,0.68,2,3,3,5,3,4,3,6,3,4,2,5,3,1,3,4,2,4,3,4,3,2,2,3,3,2,3,3,1,0,3,3,2,3,0
2.14,1,5,0.69,2,0.99,2,4,1.0,3,0.69,5,1,1,0.91,4,5,1,1,4,3,1,3,1,2,2,4,2,1,1,2,1,3,5,3,3,3,1,3,5,2,1,1,1,0,5,5,1,3,1
1.95,5,3,0.79,5,0.93,4,1,1.0,4,0.78,3,4,3,0.73,5,3,1,2,3,1,3,6,3,1,3,3,4,2,3,5,4,1,1,1,3,2,3,2,4,3,2,2,2,0,3,3,2,2,0
3.26,1,1,0.89,3,0.79,3,5,0.79,2,0.79,3,2,1,0.98,1,5,2,3,1,4,1,2,3,1,3,3,3,2,1,3,3,1,2,2,3,2,2,5,3,3,1,1,4,0,3,3,3,4,0
1.67,4,5,1.0,3,0.91,2,1,0.99,1,0.93,3,2,2,0.6,3,2,2,1,2,4,3,2,1,1,2,1,1,3,3,2,1,2,3,3,2,2,1,3,2,3,4,4,1,0,3,3,4,4,0
2.55,1,5,0.78,4,0.7,1,3,0.7,2,0.9,3,4,4,0.95,3,2,4,2,3,2,3,4,4,4,4,1,5,1,3,2,3,1,2,3,3,2,2,3,3,3,1,1,1,0,2,3,2,5,1
3.15,2,2,0.7,3,0.7,2,3,0.79,2,0.91,1,5,2,0.85,1,4,2,2,5,1,4,4,3,5,2,2,4,5,4,2,1,3,5,3,4,2,1,3,4,2,3,3,2,0,3,1,1,1,0
2.52,4,1,0.89,3,0.87,1,3,0.89,5,0.89,4,2,4,0.91,3,4,1,1,1,4,2,6,5,1,3,3,5,5,2,5,2,2,3,1,2,3,5,1,3,3,2,2,1,0,2,4,4,2,0
2.56,5,2,0.69,1,0.9,3,1,0.88,1,0.96,2,3,4,0.95,2,3,5,3,4,5,4,4,3,4,1,2,4,3,4,1,1,2,3,3,3,3,2,5,4,3,1,1,2,0,5,2,3,2,1
3.33,2,5,0.6,3,0.79,2,2,0.64,5,0.64,5,5,2,0.77,2,3,3,2,3,5,5,3,1,1,2,2,5,5,3,4,2,4,4,4,5,3,1,3,3,2,4,4,2,0,4,5,4,2,1
2.97,2,3,0.93,2,0.92,2,4,0.66,4,0.66,4,4,1,0.52,3,2,5,4,2,4,3,4,2,4,1,4,4,4,1,4,1,4,3,2,5,2,2,2,2,2,2,4,1,0,2,3,2,3,1
3.04,1,5,0.89,1,0.7,4,4,0.76,4,0.69,5,2,1,0.76,1,1,3,4,4,4,3,2,3,5,1,3,2,2,3,3,2,2,3,2,4,3,5,4,1,2,2,2,1,0,4,5,4,2,0
2.88,2,2,0.79,3,1.0,3,4,0.64,3,0.99,2,1,1,1.0,4,3,5,3,1,1,5,4,4,5,2,3,1,3,5,1,4,3,1,4,5,2,5,2,2,2,5,5,1,0,2,2,2,4,1
3.04,1,2,0.84,1,0.7,5,1,0.7,4,0.79,4,4,5,0.92,4,3,4,4,1,4,2,6,3,3,1,5,2,1,2,3,3,1,1,2,2,3,2,3,4,3,2,2,4,0,3,4,4,3,1
2.39,5,2,0.75,3,0.93,4,2,0.78,4,0.88,5,3,3,0.88,2,4,3,3,3,3,1,2,2,5,4,3,1,2,1,3,4,4,1,2,4,2,1,2,2,3,3,3,1,0,3,5,4,5,1
2.0,5,5,0.78,1,1.0,4,2,0.73,3,1.0,3,3,2,0.93,4,2,4,3,2,4,3,6,3,4,3,3,1,3,3,2,3,4,3,4,4,2,2,3,4,3,5,5,1,0,5,3,4,2,0
3.19,3,3,0.69,1,0.79,4,4,0.6,3,0.79,2,5,4,0.96,2,1,2,4,5,4,1,2,1,5,3,3,3,4,1,1,5,5,2,2,3,2,1,4,4,3,3,3,2,0,2,2,1,2,0
3.0,5,3,0.7,4,0.69,3,3,0.77,3,0.6,4,2,3,0.86,3,2,4,2,4,3,2,4,3,3,5,3,4,4,2,2,2,2,4,1,3,2,2,1,1,2,3,3,1,0,4,4,2,1,1
1.76,3,2,0.79,3,0.89,3,4,0.77,2,0.87,4,3,1,0.71,1,3,3,2,4,3,4,2,4,2,1,2,3,2,4,3,4,5,4,1,3,2,1,1,1,3,4,4,2,0,1,4,4,4,0
3.02,4,1,0.78,5,1.0,4,3,0.8,3,0.7,2,4,2,0.84,5,5,2,2,4,2,4,2,4,3,2,3,5,3,4,1,4,3,1,2,2,2,2,1,4,2,3,3,1,0,3,2,2,2,1
3.27,1,5,0.9,3,0.79,3,3,0.89,4,0.79,4,4,1,0.97,2,2,2,2,3,2,2,6,5,1,4,2,2,4,2,4,4,3,3,3,2,3,3,2,4,3,4,4,1,0,4,4,3,3,0
2.05,2,3,0.68,5,0.9,3,2,0.85,2,0.89,3,1,2,0.89,4,3,2,4,4,1,2,3,1,5,2,2,1,1,2,3,5,2,4,3,1,2,3,1,3,3,2,2,3,0,3,3,2,3,1
2.43,1,2,0.64,1,0.75,1,3,0.84,3,0.59,2,1,2,0.93,2,2,1,2,2,3,2,4,2,1,1,3,2,1,2,3,2,2,2,3,1,3,4,2,1,2,2,1,3,0,2,2,2,2,1
